package_name,download_count
surgeo,1502
docker-registry-client-async,1497
spatialdyn,1496
sregistry,1464
giskard,1463
herpetologist,1451
geometron,1444
databricks-registry-webhooks,1436
django-admin-autoregister,1430
taegis-sdk-python,1428
aio-geojson-flightairmap,1426
ziggeo,1424
geomeppy,1423
geography,1417
geosnap,1401
3d-registration,1400
geocat-comp,1396
geodepy,1396
geofabrics,1391
geoglows,1384
django-gisserver,1362
opengeode-mymodule,1362
windows-tools-registry,1348
geometer,1347
statgis,1332
geoseeq,1330
geosky,1312
pygeoweaver,1307
geographica-longitude-async,1305
swcgeom,1298
geojson-client,1297
geoplotlib,1291
odoo14-addons-oca-stock-logistics-workflow,1291
svgis,1286
geovisio-cli,1282
mesa-geo,1281
spatial-correlation-sampler,1272
geoindex,1271
abba-qupath-registrationexporter,1265
censusbatchgeocoder,1241
geohash-tools,1237
imageobjects,1231
bmi-arcgis-restapi,1229
pygis,1223
geofetch,1216
eea-geotags,1215
pygeopack,1214
plone-formwidget-geolocation,1210
wsgiservice,1206
dune-geometry,1200
flask-simple-geoip,1197
geofred,1196
idealgeo,1193
opengeode-moduletemplate,1183
scraper-legistar,1182
georideapilib,1176
django-geoip,1174
geoapivietnam,1160
pyramid-georest,1159
geoliberator,1154
flashgeotext,1146
docker-registry-driver-jss,1143
geo3d,1134
pogeo,1133
geometry,1132
oe-geoutils,1128
matrix-registration,1123
django-constance-register,1122
aiopygismeteo,1118
changeo,1116
fake-geo-images,1107
typepigeon,1099
geoget,1098
spatial-index,1096
geonode-user-accounts,1085
dungeongenerator,1085
geoenrich,1085
torch-geometric-signed-directed,1080
constructive-geometries,1080
apicurioregistryclient,1079
bas-geoplot,1075
geospacelab,1066
core-main-registry-app,1060
heaserver-registry,1057
geoopt,1056
geometrify,1054
python-gist,1053
geometrout,1051
types-aiobotocore-servicecatalog-appregistry,1051
django-munigeo,1049
geotiler,1040
shuttl-geo,1038
geopackage-python,1030
ibm-container-registry,1029
geojsonio,1027
pytest-qgis,1027
core-module-local-id-registry-app,1021
geomagpy,1021
core-explore-keyword-registry-app,1015
pygismeteo,1011
core-dashboard-registry-app,1006
core-curate-registry-app,1003
register-printer,1003
geoedfengine,1002
spatial-casadi,1002
ctregistermicroserviceflask,1001
pangeo-forge-recipes,1000
places-geocode,997
collective-geolocationbehavior,996
dungeonsheets,996
soorgeon,990
geopolars,989
simple-geoip,986
geosolution,979
ggist1,978
heligeo,977
torchregister,977
pygeohydro,977
geotagging-alexr96,974
core-module-fancy-tree-registry-app,972
pytest-approvaltests-geo,972
forest-gis,972
di-registry,972
registryquery,967
trongispy,960
multiscale-spatial-image,959
gisaxs-xpcs,958
fastgeodis,956
spatialde,952
geoarchpy,948
core-module-status-registry-app,948
spatialist,946
agrometeo-geopy,944
aioregistry,939
geo-alchemy,939
geosardine,937
geopack,937
geotran,937
geonode-agon-ratings,934
geoutils,932
kagiso-django-auth,929
flake8-qgis,926
google-cloud-apigee-registry,925
geolog,924
georss-emsc-csem-earthquakes-client,919
upstream-ontologist,917
spatial-image,917
spatialpy,916
register,913
geotime-classify,911
gistyc,908
geoarea,906
geographica-longitude,898
ipregistry,897
pygeode,893
quranbot-schema-registry,892
image-registration,891
jadegeometry,886
geokey,883
registryaggregator,877
python-omgeo,875
configuration-registry,868
onegov-gis,868
spatialdm,864
fudgeo,862
spatial-kwd,858
django-arcgis-address,856
geoip2-data,851
geoio,851
legistream-backend,850
geojson-length,848
django-geoipdb-loader,847
t4-geom-convert,846
cpc-geofiles,837
geosoft,837
cimren-wkmeans-geo,835
segment-reshape-qgis-plugin,834
esgissue-client,828
mmmint-registration-recognition,825
pypigeonhole-build,824
gitlab-registry-usage,819
parser-2gis,819
geolocation-python,815
pierogis,809
geoipsets,806
gis-utils,804
politico-civic-geography,804
geox,802
giscemultitools,800
geonode-arcrest,799
pdok-geopackage-validator,797
registry,796
gisansexplorer,795
schema-registry,794
orange3-geo-fork,792
geospatial-lib,786
simple-geometry,786
deepalign-never-satisfied-deepalign-registry-service-client,786
ftm-geocode,784
cageo,783
pygeoapi,780
geologicaltoolbox,777
geopolrisk-py,776
pygeolocate,776
cpc-geoplot,771
osmtogeojson,769
pygeofun,767
geovista-slam,760
geofront,760
geoparquet,759
ovos-phal-plugin-ipgeo,757
python-geosupport,757
qgis-plugin-manager,756
geopylib,756
epl-geometry,755
geocoordinates,751
halfgeo,751
arcgis-sdk,750
geodistk,748
geonum,748
spatialprofilingtoolbox,745
geode-moduletemplate,737
pageobject,733
django-inspectional-registration,731
tfsurgeon,729
geotolktools,726
weightgis,725
pangeo-xesmf,720
geopatch,716
gromologist,715
gdptools-pygeoapi-plugin,714
uk-geo-utils,714
cubicweb-geocoding,713
2gis,713
django-registry,713
odoo13-addon-base-location-geonames-import,710
esi-utils-geo,708
geocode-sqlite,703
django-os-geocoder,703
geospade,702
trytond-gis,701
hspatial,700
geotile,699
spatialtools,698
itk-twoprojectionregistration,698
geocalc,697
geo-rasterize,697
geomac-wildfires,696
geo-lyb,694
camgeos,693
utils-flask-sqlalchemy-geo,692
cst-geometry,690
geopic-tag-reader,688
geospock-cli,688
gbmgeometry,688
kafka-schema-registry-admin,686
gismo,686
geode-gem,686
geojson2imdf,686
geopandas-postgis,684
pygeopkg,682
aiocogeo,680
pubgis,680
geocondense,678
infi-registry,677
dagmc-geometry-slice-plotter,674
registtro,673
property-price-register,673
registerer,672
geobrickscommon,672
raspygeo,671
subclass-register,669
terralabgeoapi,664
boundlessgeo-schema,664
acdh-django-geonames,662
geoplots,660
amazon-textract-geofinder,658
kodexa-spatialkit,655
geodataextent,655
histcensusgis,653
gistory,652
pypika-gis,648
t2geores,647
bakers-registry,642
matrix-registration-bot,642
odoo10-addons-oca-stock-logistics-warehouse,641
c4sfcensusgeocoder,640
odoo12-addon-base-location-geonames-import,639
django-geolocation-fields,639
odoo12-addon-delivery-carrier-label-postlogistics,639
pydungeoncrawl,637
geometry3d,633
geo-api-gouv-fr,632
geofiles,631
geohash-to-geojson,630
gecosistema-spatial,627
runregistry,627
gisi,626
webgeodyn,625
flask-registry,624
geoapidata,623
geofactory,618
geobricksrastercorrelation,616
geocoding,616
geotribu,616
bygeon,615
correos-preregistro,614
django-geoip-utils,611
isogeo-scan-metadata-processor,609
flask-geoip,609
georise,609
datamart-geo,606
gists-py,604
geocodingchn,604
django-codenerix-geodata,603
wc-django-geo-db,602
cincan-registry,601
odoo-addons-oca-stock-logistics-reporting,601
qigeometry,601
odoo11-addons-oca-stock-logistics-warehouse,598
geojson2vt,598
pygeometry,597
geotable,597
odoo12-addons-oca-stock-logistics-workflow,594
geomat,593
firthlogist,592
gongish,589
spatialnc,589
casepropods-family-connect-registration,588
geo-to-hca,588
bluewhale3-geo,586
gisa,585
pygeometry-z6,583
eea-geolocation,579
geobricksdistribution,579
docker-registry-driver-qiniu,578
eralegis,576
geomeffibem,574
telegeo,572
georef-ar-address,572
django-geosource,570
geojsonplot,568
django-geoexplorer-worldmap,566
geobinning,565
geofound,565
odoo13-addons-oca-stock-logistics-workflow,565
gitlab-registry-usage-rest,564
aiogeoip,564
azure-mgmt-edgeorder,564
geopayment,562
geomdl-cli,561
gluster-georep-tools,561
oogeo,560
odoo12-addons-oca-stock-logistics-warehouse,559
rgeocoder,559
gis,558
cubicweb-registration,557
pgeodistance,556
zen3geo,555
tlcgis,555
openmc-geometry-plot,549
django-tasker-geobase,546
kerrgeodesic-gw,545
odoo14-addon-base-location-geonames-import,544
ctk-geocoding-utils,544
rciam-federation-registry-agent,542
pygeoops,540
geonode-extract,540
django-geo,539
ip2geotools-locator,534
geoparsepy,532
geooppackage,531
gis-metadata-parser,529
geocat-viz,528
geoschem-gcpy,525
geowatch,521
pypn-ref-geo,521
odoo10-addon-base-location-geonames-import,520
mz2geohash,518
geov,517
geomm,517
bentoncounty-gistools,516
geotekppu,514
pangeo-forge-runner,514
geodesicdome,512
odoo-addon-product-logistics-uom,509
haiku-geometric,507
django-geo-db,505
geoz,502
geobricksdeployment,502
geogif,499
reverse-geocode-bd,498
geograpy,498
spatial-image-multiscale,497
qgis-plugin-dev-tools,497
geofeather,497
osgeo-easy,497
arcgis-rest-query,497
gis-fillers,495
geostatista,495
assetic-qgis,495
py-qgis-wps,493
geovista,492
aio-geojson-vicemergency-incidents,491
scigeo,489
fdgis,489
geopathfinder,489
aio-geojson-planefinderlocal,489
coordgeompy,488
odoo9-addon-delivery-carrier-label-postlogistics,487
django-registration-email,487
py-qgis-server,486
django-osgeo-importer-client,486
expresspigeon,485
docker-registry-core,485
ip-geolocation-api,485
ipgeosearch,483
geobricksgisraster,482
pygeo,481
spatial,481
georapid,480
qgis-stubs,479
abstract-ip-geolocation-api,479
made-ai-dungeon,478
marcosgeo-bumbo,477
movici-geo-query,477
geojson2fromto,475
sparkgeo-awscdk-construct-lib,473
xtgeoviz,473
odoo13-addons-oca-stock-logistics-warehouse,471
polygeohasher,470
mugisync,469
registryspy,469
geocontour,468
odoo9-addons-oca-stock-logistics-warehouse,468
autowsgiserver,468
choropleth-geojson,467
django-geo-spaas,466
geobricksproj4toepsg,464
reegis,463
sageopt,463
core-user-registration-app,461
geodataflow,461
pytest-docker-registry-fixtures,461
geostring,460
marinegeotemplatebuilder,460
aidungeonapi,456
geode-solutions-wslink,455
django-socialregistration,454
connectome-spatial-smoothing,454
pigeonapi-python-client,454
pygame-geometry,453
acdh-geonames-utils,453
logistics,453
django-geonames-api,452
dewloosh-geom,451
geometalab-osm-pbf-file-size-estimation-service,451
ai-dungeon-cli,451
metalogistic,450
geot-cluster,444
cdk-cloudformation-registry-test-resource1-module,443
geodesign,443
os-package-registry,442
friendly-data-registry,442
geoengine,442
spatialkappa,442
geode-hybridmesh,442
bmi-geotiff,440
geoapis,440
odoo12-addon-fieldservice-geoengine,440
geojson-modelica-translator,439
django-ip-geolocation,439
legislice,439
geofront-cli,437
odoo11-addon-base-location-geonames-import,437
fgdb2postgis,436
geoso,436
pluginregistry,436
intake-geopandas,436
geometric-vector-perceptron,436
cubicweb-postgis,436
geoai-gdal,434
acdh-histogis,433
django-gift-registry,433
geobricksrestengine,432
gis-tools,431
geodataset,431
geojson-to-sqlite,431
odoo14-addon-l10n-it-vat-registries,431
geolocation-twitter-scraper,430
registrate,430
geotwit,429
pigeonview,429
containerregistry-ccwienk,429
csv-reconcile-geo,428
pageone,428
qt-wsi-registration,427
geochemistrypi,427
geomagindices,426
georges-core,425
django-geonames-place,425
sdkms-plugin-registry-builder,425
collective-geo-mapwidget,424
fabgis,422
pgeo,422
gister,421
odoo8-addon-delivery-carrier-label-postlogistics,421
ad-geo-backend,421
geoclustering,420
geometry-designer,420
spatialtis,420
django-wsgiserver,419
pochas-geoutils,418
geotools,418
geoscan,417
registeringimages,415
kagiso-image,415
flask-geo,414
fast-geodist,413
geosnipe,412
odoo11-addons-oca-stock-logistics-workflow,412
odoo10-addons-oca-stock-logistics-workflow,411
geomaroc,411
odoo-addons-oca-stock-logistics-barcode,410
geotorchai,408
datasette-geojson-map,408
swc-registry,408
twittergeopics,408
geoprivacy,408
registry-factory,406
aegisml,405
funlib-geometry,404
aegis-engine,403
robotframework-pageobjects,403
archipel-agent-hypervisor-geolocalization,403
datasette-geojson,402
korean-geocoding,401
geodatasets,401
geotweet,401
geospatial-ml,400
geodbpyclient,399
isogeo-export-xl,399
google-geo-type,398
seismicfolddbgis,398
geotoolkit,398
fitsgeo,397
geotecha,397
django-fagungis,396
vggish-keras,394
crosscompute-geotable,393
gitlab-registry-cleanup,393
geoscilabs,392
django-cash-register,391
gistim,389
datasette-leaflet-geojson,388
pangeo-forge-cordex,386
eth-contract-registry,386
ppygis3,385
odoo9-addon-base-location-geonames-import,385
br-registrations,385
geo-upload-tool,384
stac-geoparquet,383
geodesiclinestogis,383
mappyfile-geojson,382
spatialfriend,381
yat-geo-db,381
geobricksspatialquery,381
lfview-resources-spatial,380
geometric-particle-swarm-optimisation,380
easygeo,380
streamsx-geospatial,379
geoformalchemy,378
collective-geo-openlayers,377
pentageoserver,376
geo-validator,376
geokey-sapelli,375
odoo9-addons-oca-stock-logistics-workflow,375
django-simple-geo,375
ztfy-geoportal,375
pyspatialml,375
docker-registry-driver-joyent-manta,375
django-query-profiler-georgia,373
odoo12-addon-base-geoengine,372
geomagnetism,372
dash-arcgis-open,371
georgstage,371
flowws-keras-geometry,370
fab-addon-geoalchemy,370
gwrucio-registrar,370
pollination-geojson-annual-energy-use,369
swisslandstats-geopy,367
geojson2kml,367
ucla-geotech-tools-random-field,366
kerassurgeon,364
simplegist,364
py-register-machine2,362
hdl-registers,362
etcd-register,362
pygeom,361
geopard,360
jupyter-notebook-gist,358
georouting,356
collective-geotransform,355
tif2geojson,354
geometry-to-spatialite,354
osint-geo-extractor,353
sensormapgeo,353
geodata-harvester,353
ckanext-geoview,353
geosynth,352
llgeo,352
magistral,352
kagiso-smart-404,352
django-ubigeo-peru,351
geoshaha-haoyu,350
geofluent,348
django-geopostcodes,348
geonode-notification,346
geodefi,346
mkgist,344
qgiscommons,344
py-image-registration,344
pyimageop,343
nagisa-bert,342
geo-adptc,342
collective-geo-leaflet,342
tensorboard-plugin-geometry,342
geode-finance,342
giseed,341
repo-gist-sync,340
i3geoweather,340
interlegis-portalmodelo-theme,337
nzgeom,337
aio-geojson-query,337
odoo13-addons-oca-stock-logistics-barcode,337
geotiff-crop-dataset,337
geoid,337
poissongeometry,335
geodezyx,335
clusgeo,334
simplegeo,333
shp2postgis,332
neologism,331
aegis-sim,331
burgeon,330
geo2d,330
odoo10-addon-l10n-it-vat-registries,330
cairn-geographics,330
aegis,330
spatialprompt,329
odoo14-addon-product-logistics-uom,327
py4geo,327
geodemora,327
ansible-role-container-registry,327
mapactionpy-qgis,326
getgist,326
registration,325
geobricksmapclassify,325
abstract-python-ip-geolocation,325
geoshape,324
odoo14-addons-oca-stock-logistics-barcode,323
appel-geocode,323
georss-ingv-centro-nazionale-terremoti-client,322
webgeocalc,322
burgiss-api,322
dm-robotics-geometry,322
geojson-transformer,322
geopro,321
geoenv-cli,321
geodetector,321
delugeonal,321
gistpipeline,320
geotrouvetout,320
girder-geobrowser,320
figgis,320
pygeostat,320
simplegeoip,320
georipe,318
geoitapy,318
circuitpython-laser-egismos,318
thunder-registration,318
geo-spider,317
python-gist-note,316
pylm-registry,315
spatial-image-ngff,314
geostore,314
geolibs-dator,313
geosdemo,313
nd-service-registry,313
geodemo,313
gistpy,312
nautilus-registry,312
odoo12-addon-l10n-it-vat-registries,312
pds-registry,311
abageotests,309
interlegis-portalmodelo-policy,309
pipgeo,309
geodatahub,309
geobricksdbms,308
odoo8-addons-oca-stock-logistics-warehouse,307
numericalpoissongeometry,307
django-email-registration,307
frictionless-geojson,305
pygeohash-fast,305
geomapviz,304
geoai-rasterio,304
clustering-geodata-cubes,303
mlgeometry,302
openregister,301
fab-geoalchemy,301
odoo14-addon-fieldservice-geoengine,300
odoo14-addon-mass-mailing-event-registration-exclude,300
geometryio,299
echo1-geopix,298
geouk,298
tracardi-maxmind-geolite2,297
geoint,297
geo-nuuuwan,297
django-geocode,296
geovectorslib,296
open-geotechnical,296
fxq-geoffrey,296
ipgeobase-importer,295
pygeonlp,294
ionoscloud-container-registry,294
poetry-artifactregistry-plugin,294
cpc-geogrids,291
pythologist,291
torchvggish,291
geodist,290
gister-cli,290
spatial-lda,290
surfy-geoip,290
agilegeo,289
icon-registration,289
datapackage-registry,289
z3c-baseregistry,289
geo-parallel,289
mygeopackage,289
geometricus,289
geobricksgeocoding,288
airwing-geoinfo,288
tgapp-registration,287
geo-pass,287
kp-registry,287
spatial-networks,286
gistbin,286
capablerobot-usbregister,285
collective-geo-settings,284
geobatchpy,284
gist,284
plone-app-changeownership,283
confluent-schema-registry-client,282
tsgeom,282
myepg-georgia,281
collective-geo-contentlocations,281
pywcgishell,280
qgis-plugin-tools,280
alpha-public-registry-grpc,279
geopmpy,279
boreholegeomechanics,278
seq-pigeon,278
gists-cli,278
kaibu-geojson-utils,278
brazilian-register,277
geobricksmodis,277
pgeomodis,277
gistfinder,277
dj-registry,276
imaxt-registration-tools,275
geomodels,274
ftw-geo,273
geometric-algebra-attention,273
docker-registry,273
geowrangler,272
pelican-gist,271
azure-maps-geolocation,271
collective-geo-geographer,270
geocortex-reporting-client,270
geomytry,270
wf-geom-render,269
geofem,269
gmshgeometry,268
pgist,267
django-geostore-routing,267
diblogeo,267
django-user-login-register-activate,267
geocodio,266
geometalab-drf-utm-zone-info,266
gspatial-plot,266
django-geo-chile,266
geoslam,265
geometrical-parameter,265
drf-registration,265
odoo-addon-event-registration-qr-code,265
gispy,264
geometric-smote,264
geocode,264
sehgsigizseigseigegise,263
cancergeonomics,262
topo2geo,262
census-pgeoloader,262
graphene-jwt-auth-registration,262
wigeon,261
pygeotimes,261
django-providerregistry,261
django-geojson-tiles,260
geontology,259
drb-topic-geojson,259
odoo14-addon-l10n-it-vat-registries-split-payment,259
geocode-ss,259
collective-geo-kml,259
gisrep,259
rpm-confluent-schemaregistry,258
geolang,258
gridgeo,258
geophpy,257
geosampler,257
odoo8-addon-base-geoengine-demo,257
jaraco-geo,256
spatialedge-analytics-dfauditor,255
service-registry-cli,255
covid-dashboard-pkg-tsturgeon,255
geomapper,255
django-geodz,255
registermap,253
uriregistry,253
geolibs-cartoasync,253
fauxgeo,253
spatialmath-rospy,253
gisht,252
pgpigeon,251
odoo10-addons-oca-stock-logistics-barcode,251
odoo14-addons-oca-stock-logistics-reporting,250
aliyun-python-sdk-geoip,249
deepgeo,248
d-geolib-plus,248
django-munigeo-turku,248
spatialstats,248
geom,247
geohexviz,247
geospy,246
collective-geo-faceted,246
rvgeocoder,246
odoo8-addon-base-geoengine,245
sehgsigizseigseigisegise,245
local-geocode,244
proso-geography-model,244
qgis-plugin-repo,244
geoedfframework,243
picogeojson,243
kagiso-sitemap,242
geoarchive,242
gistapi,241
docker-registry-driver-fds,241
django-registration-gv,240
ucla-geotech-tools-ipyconsol,240
geopatra,239
geobricksprocessing,239
interlegis-portalmodelo-ombudsman,239
spatial-efd,239
pythongists,239
geokernels,238
psycopg-postgis,238
surgeon-pytorch,237
geoclassy,237
logisticregression-pavanadapa,237
registerit,237
aas-job-register-downloader,237
micropython-redis-geo,236
geokey-export,236
geoextent,236
geojsonboundingbox,235
odoo11-addon-base-geoengine,235
collective-emailconfirmationregistration,234
flask-geolocation,234
spatialcdr,234
selenium-geocoder,233
geophysics-analysis,232
deep-geometry,232
drf-gis,232
geolibs-glutemulo,232
osgiservicebridge,232
geo-data-br,231
odoo8-addon-geoengine-geoname-geocoder,231
geocam,231
gis-conflation-toolchain,230
isogeo-export-docx,230
geoworker,229
spatial-math-mini,229
coop-geo,229
geokey-dataimports,229
data-geo,229
odoo13-addons-oca-stock-logistics-reporting,228
geodemo-zw,228
oidc-register,228
claypigeon,227
docker-registry-py,227
odoo12-addons-oca-geospatial,227
geomine,226
geonameszip,226
geomdl-shapes,226
odoo10-addon-base-geoengine,226
geolocator,226
wikigeo,226
geomodelr,225
geodex,225
geonames-lib,225
keras-spatial,224
edxml-bricks-geography,224
pygeotools,224
geodatatool,224
cybergis-compute-client,224
karrio-geodis,223
spatialiteintrospect,223
geomcompare,223
wagtailblock-register,222
geoakaze,222
spatialentropy,222
django-geoportail,222
pyrcgeos,220
cogeotiff,220
custodial-registration-proxy,220
django-pigeon,219
odoo12-addon-l10n-it-vat-registries-split-payment,219
datapackage-pipelines-sourcespec-registry,218
geodl,218
ip2geo,218
registrar,218
georef-ar-py,218
graphsurgeon,217
jpgeocode,217
great-expectations-geospatial-expectations,216
georss-tfs-incidents-client,216
pygeo3d,215
geodesy,215
georss-nrcan-earthquakes-client,215
django-pyodbc-gis,215
runregistryclient,214
odoo8-addon-website-event-register-free,213
