package_name,download_count
archipel-agent-hypervisor-geolocalization,720
image-registration,719
geospace,718
geoip-network,717
pygame-geometry,713
arcgis-rest-query,711
t4-geom-convert,711
picogeojson,706
gis-tools,705
geometricus,703
django-socialregistration,701
bluewhale3-geo,696
icon-registration,696
django-ip-geolocation,694
opengeode-mymodule,694
fdgis,689
geobricksdistribution,688
geopathfinder,686
geofront-cli,685
gwrucio-registrar,685
odoo14-addons-oca-stock-logistics-barcode,683
pentageoserver,681
geo-py,680
geocoding,680
plone-formwidget-geolocation,680
llgeo,677
geojson-length,676
geodesign,674
django-gift-registry,674
deepgis-utils,674
spatialpy,673
django-registration-email,672
geonames-client,669
odoo12-addon-l10n-it-vat-registries,668
pygismeteo-base,667
odoo10-addon-l10n-it-vat-registries,667
odoo-addons-oca-stock-logistics-workflow,667
django-geonames-api,663
flake8-qgis,662
geojson2fromto,661
brazilian-register,660
django-geo,660
geot-cluster,658
geometry-designer,658
geodemo,654
openregister,652
subclass-register,649
aiogeoip,636
vggish-keras,636
collective-geo-mapwidget,634
fgdb2postgis,633
odoo8-addons-oca-stock-logistics-warehouse,632
aiopygismeteo,630
pollination-geojson-annual-energy-use,628
geopard,624
sdkms-plugin-registry-builder,624
d-geolib,623
py-qgis-server,622
dungeon-maps,620
napari-geojson,620
delugeonal,619
osgeo-easy,616
django-cash-register,615
django-fagungis,615
django-constance-register,613
py-register-machine2,612
mapactionpy-qgis,611
odoo12-addon-base-geoengine,610
sageopt,608
ai-dungeon-cli,607
simplegist,605
spatial-image-ngff,601
kagiso-smart-404,600
aio-geojson-vicemergency-incidents,600
geodist,599
geotweet,599
django-os-geocoder,599
intake-geopandas,597
geo-rasterize,596
utils-flask-sqlalchemy-geo,596
gistyc,595
geojson2vt,593
geometalab-osm-pbf-file-size-estimation-service,593
choropleth-geojson,591
furiosa-registry,590
python-geoip-yplan,590
crosscompute-geotable,590
containerregistry-ccwienk,589
ip2geo,588
geobricksdeployment,587
geoipsets,587
lfview-resources-spatial,586
fabgis,584
csv-reconcile-geo,583
amazon-textract-geofinder,582
surgeon-pytorch,582
spatial,581
gister,581
open-geo-engine,580
autowsgiserver,580
qgiscommons,579
interlegis-portalmodelo-theme,579
aegisml,578
odoo12-addon-fieldservice-geoengine,577
odoo13-addon-base-location-geonames-import,575
georipe,574
geotecha,574
django-simple-geo,573
geomaroc,573
geoso,569
sensormapgeo,568
odoo14-addon-delivery-postlogistics,568
isogeo-export-xl,566
kerassurgeon,565
spatialfriend,565
giseed,565
spatialtis,564
deepalign-never-satisfied-deepalign-registry-service-client,563
expresspigeon,562
geo-upload-tool,562
ckanext-geoview,561
geograpy4,560
geoscilabs,559
geoschem-gcpy,558
acdh-geonames-utils,558
mappyfile-geojson,557
odoo10-addon-base-location-geonames-import,557
odoo8-addon-base-geoengine-demo,557
geomcompare,556
uk-geo-utils,556
swc-registry,555
geofluent,554
geostore,554
py-image-registration,554
georacle,552
odoo13-addons-oca-stock-logistics-reporting,551
tgapp-registration,550
cdk-cloudformation-registry-test-resource1-module,550
drf-registration,550
geobricksgisraster,550
py4geo,550
geo-spider,549
simple-registry-api,547
ad-geo-backend,547
aidungeonapi,547
geotiff-crop-dataset,547
geokey-sapelli,546
pygeom,543
abstract-ip-geolocation-api,543
registeringimages,542
pylm-registry,541
pygismeteo,541
ztfy-geoportal,540
spatialkappa,540
burgeon,540
odoo10-addons-oca-stock-logistics-barcode,539
numericalpoissongeometry,536
geonode-user-accounts,535
django-arcgis-address,535
collective-geo-leaflet,535
geoakaze,535
clogistic,535
docker-registry-driver-joyent-manta,535
geoengine,534
zuul-registry,534
datamart-geo,532
napari-spatial-omics,530
acdh-histogis,530
wigeon,530
django-registration-defaults,528
geocodingchn,527
django-geocode,527
agrometeo-geopy,527
qgis-plugin-manager,526
geomagindices,525
ipgeosearch,523
odoo8-addon-base-geoengine,523
br-registrations,523
marinegeotemplatebuilder,523
cairn-geographics,521
poissongeometry,520
burgiss-api,519
clustering-geodata-cubes,517
etcd-register,515
jupyter-notebook-gist,514
magistral,513
geobricksproj4toepsg,510
trytond-gis,510
wc-django-geo-db,509
gitlab-registry-cleanup,509
geobricksrestengine,508
geomt,507
seismicfolddbgis,507
geoshape,506
collective-geo-openlayers,505
schema-registry,505
streamsx-geospatial,503
dynamodbgeo,502
pluginregistry,502
kaibu-geojson-utils,502
geomagnetism,501
geosnipe,499
fab-addon-geoalchemy,498
geoai-rasterio,497
flask-geoip,497
odoo9-addon-base-location-geonames-import,496
nd-service-registry,494
geojson-modelica-translator,494
geomapviz,493
geohash-to-geojson,493
simplegeo,490
webgeodyn,487
clusgeo,486
nautilus-registry,485
mkgist,485
python-gist-note,485
simplegeoip,484
getgist,482
odoo8-addon-geoengine-geoname-geocoder,482
osgiservicebridge,480
gistpipeline,479
pgeo,479
geoitapy,477
girder-geobrowser,476
odoo8-addon-website-event-register-free,475
geogif,474
geoarchive,474
bmi-geotiff,473
kafka-schema-registry,473
shp2postgis,472
geodatahub,471
pgist,471
swisslandstats-geopy,470
odoo11-addons-oca-stock-logistics-barcode,470
tensorboard-plugin-geometry,469
assetic-qgis,469
neologism,469
datasette-geojson-map,466
interlegis-portalmodelo-policy,466
registration,465
tracardi-maxmind-geolite2,465
geopayment,464
pythologist,463
zgeo,462
datasette-leaflet-geojson,462
simple-geometry,459
fitsgeo,459
geometric-particle-swarm-optimisation,459
seq-pigeon,458
geoprivacy,458
pochas-geoutils,457
webgeocalc,455
pelican-gist,453
django-geostore-routing,446
mygeopackage,441
twittergeopics,441
geometric-smote,441
geo-pass,436
topo2geo,435
open-geotechnical,434
geo-validator,434
geomytry,433
databricks-registry-webhooks,431
ipgeobase-importer,431
geopatra,429
geolibs-dator,427
geobricksspatialquery,426
eea-geolocation,426
geoarchpy,426
geodesiclinestogis,421
geo-parallel,420
ucla-geotech-tools-auto-fchp,419
giskard-client,418
proso-geography-model,416
spatial-efd,415
odoo12-addon-base-location-geonames-import,414
geopandas-postgis,413
registrate,413
service-registry-cli,411
diamond-registry,410
django-geojson-tiles,410
pigeon-jupyter,410
ansible-role-container-registry,410
fxq-geoffrey,406
aio-geojson-query,406
gmshgeometry,405
qgis-stubs,405
mugisync,405
collective-geo-faceted,404
georgstage,403
spatial-math-mini,400
collective-geotransform,399
gistpy,399
registerit,398
ftw-geo,397
geodezyx,397
gistfinder,397
geoformalchemy,397
capablerobot-usbregister,396
echo1-geopix,395
cdk-pigeon-core,395
geocortex-reporting-client,395
geofem,395
geoutils,393
gist,392
geovectorslib,392
fab-geoalchemy,392
collective-geo-geographer,391
collective-geo-contentlocations,388
gridgeo,387
odoo13-addon-delivery-postlogistics,387
collective-emailconfirmationregistration,386
collective-geo-kml,386
census-pgeoloader,384
geometry-to-spatialite,384
collective-geo-settings,383
pygeotools,383
gistbin,381
geo2d,379
interlegis-portalmodelo-ombudsman,378
kagiso-sitemap,378
django-admin-geomap,378
geobricksmapclassify,378
giskard,378
geocat-viz,375
odoo10-addon-base-geoengine,374
spatial-lda,374
i3geoweather,374
odoo14-addon-sale-commission-geo-assign,373
ucla-geotech-tools-ipyconsol,373
datasette-geojson,372
rvgeocoder,372
pywcgishell,371
geomodels,371
wagtailblock-register,370
appel-geocode,369
django-geodz,368
geontology,368
figgis,368
graphene-jwt-auth-registration,367
django-pigeon,367
geoid,366
geometor,365
aegis,365
keras-spatial,363
ucla-geotech-tools-response-spectrum,362
geodl,361
daft-property-price-register,361
django-registration-gv,361
geoint,360
gists-cli,358
thinkgisdump,355
gisrep,354
agilegeo,354
odoo10-addon-delivery-carrier-label-postlogistics,354
fauxgeo,353
windows-tools-registry,352
pygisty,351
geolibs-cartoasync,351
django-user-login-register-activate,351
docker-registry-core,350
geo-adptc,350
geoedfframework,350
lineage-registry,349
geometalab-drf-utm-zone-info,348
mlgeometry,347
django-providerregistry,346
azure-mgmt-edgeorder,346
aliyun-python-sdk-geoip,345
geophpy,344
geolang,344
arcgiscolor,344
gispy,344
cancergeonomics,342
widgeon,342
tsgeom,342
geojsplit,342
geo-data-br,341
abageotests,340
datapackage-registry,339
giskard-toolbox,338
geoslam,337
geoworker,336
odoo14-addon-l10n-it-vat-registries-split-payment,336
geomock,335
spatialdyn,334
geokey-dataimports,334
imageobfuscator-shantih19,334
geolocate,333
geojsonboundingbox,333
odoo13-addons-oca-stock-logistics-barcode,333
isogeo-export-docx,333
django-ubigeo-peru,332
geodemo-zw,331
geoextent,331
cpc-geogrids,331
hanyang-registration,330
django-registration-rest-framework,329
registermap,329
npm-register-cli,328
georss-wa-dfes-client,327
registrar,327
geomodelr,326
geomdl-shapes,326
geometryio,325
interlegis-portalmodelo-pl,325
ipgeocache,325
kafka-schema-registry-admin,324
uriregistry,323
odoo8-addons-oca-stock-logistics-workflow,323
odoo12-addons-oca-geospatial,323
spatialentropy,323
hdl-registers,322
ipgeo-namdevel,322
geomeshconv,321
geobricksdbms,321
logisticregression-pavanadapa,321
geokey-export,320
geodatatool,319
raster-geometry,318
georss-tfs-incidents-client,318
registryspy,318
jaraco-geo,317
gisht,317
kagiso-search,316
geolibs-glutemulo,316
geomm,316
pygeo,315
geonode-agon-ratings,314
geobricksgeocoding,313
geo-squizzy,313
geoparquet,312
airwing-geoinfo,312
micropython-redis-geo,312
geonameszip,312
pypi-register,311
django-wsgiserver,310
coop-geo,310
connectome-spatial-smoothing,310
odoo11-addons-oca-stock-logistics-reporting,310
geouk,309
spatialiteintrospect,309
gistey,309
geo-calcs,309
geobricksmodis,308
geospade,307
geom,307
github-gists,306
deepgeo,306
pygeoshape,306
covid-dashboard-pkg-tsturgeon,306
django-osgeo-importer-client,306
photos2geojson,305
wikigeo,304
georss-nrcan-earthquakes-client,304
pyspatialml,304
geohashrs,303
pypn-ref-geo,302
pygeoguz,302
geophysics-analysis,301
pyspatiotemporalgeom,300
pgeomodis,300
z3c-baseregistry,297
geofetch,297
cartogeo-generator,297
geofeed-validator,296
geopmpy,296
odoo8-addon-geoengine-base-geolocalize,294
odoo9-addons-oca-stock-logistics-barcode,293
hypothesis-geojson,293
docker-registry-driver-fds,292
pygeon-notifications,292
pyimageop,291
ppygis3,290
geoiter,290
cogeotiff,289
geonames-lib,288
gistapi,288
pycamgeom,288
georef-ar-address,287
logist,287
flask-geomapper,287
odoo8-addon-geoengine-partner,286
wf-geom-render,284
geospin-utilities,284
freegeoip-client,283
roax-geo,282
sphinx-pangeo-theme,282
django-ipgeobase,281
easy-geoparsing,281
geometrydash,279
pygeochemtools,279
odoo14-addon-base-location-geonames-import,277
pygeo3d,277
geocodertools,276
girder-geospatial,276
geosupport-suggest,275
geothmetic-meandian,275
odoo11-addon-base-location-geonames-import,275
claypigeon,274
deep-geometry,274
spatialedge-analytics-dfauditor,274
geonode-elasticsearch-app,274
odoo11-addon-base-geoengine,273
odoo8-addon-l10n-it-vat-registries,273
abstract-python-ip-geolocation,273
tgext-geo,272
pidgeotto,271
geospy,270
gistim,270
django-geopostcodes,270
odoo8-addon-geoengine-sale,269
glue-geospatial,268
runregistryclient,268
geobricksprocessing,268
django-pyodbc-gis,268
gitgeo,267
openregister-client,266
plone-app-changeownership,266
geosyspy,265
monitor-register,265
django-yandex-cash-register,264
joker-geometry,264
odoo11-addon-l10n-it-vat-registries,263
zqygis,262
pangeo-sphinx-book-theme,262
odoo13-addon-event-registration-partner-unique,262
geosci,259
docker-registry,259
dj-registry,258
pygeoroc,258
hypgeo,258
odoo14-addons-oca-stock-logistics-reporting,258
django-appregistration,256
kagiso-wagtail-slack,256
geobo,256
django-geoportail,256
gist-generator,255
gister-cli,254
psycopg-postgis,254
geodesy,254
jinja2-registry,254
geo-ez,253
async-python-schema-registry-client,253
debiased-spatial-whittle,253
keywind-cloudregister,252
geondt,252
geosample,252
datapackage-pipelines-sourcespec-registry,251
odoo12-addons-oca-stock-logistics-reporting,251
collective-geo-zugmap,251
pygeopressure,250
geojson-repair,250
pyleargist,250
products-eventregistration,249
django-geoip-utils,249
odoo12-addon-sm-member-geolocation,249
geojsonformat,249
stridespatial,247
geometric-graphs,247
aas-job-register-downloader,247
py4logistic-regression,247
odoo10-addon-l10n-it-vat-registries-cash-basis,246
geogr,246
pylibgeohash,246
py-i2c-register,245
geocodio,245
django-ldap-user-registration,244
photo-geotag-restful-api-client-library,244
random-geometry-points,244
pytest-pigeonhole,244
registrator,243
gis-csdt,243
odoo8-addon-website-event-register-free-with-sale,242
taugeometric,242
geoselect,241
geoshoplib,239
geo-raster,239
qth-registrar,239
pygis,239
pygeonlp,238
simple-arcgis-wrapper,238
bgisimtool,238
geoiojpg,237
odoo9-addon-base-geoengine,237
odoo8-addons-oca-stock-logistics-barcode,237
convert2geojson,237
imageregistration,236
pangeobench,236
service-registry,235
collective-geo-bundle,234
geokey-webresources,234
tinygeo,234
odoo12-addons-oca-stock-logistics-barcode,234
django-geonames-cities,234
osgeo4w-installer,234
django-registrationwall,233
geo-code,233
wsgisvc,232
confluent-schema-registry-client,232
odoo12-addon-event-registration-multi-qty,232
odoo10-addons-oca-geospatial,232
django-crispy-forms-registration,232
django-registration2,231
pygeoid,230
geokey-duplicate,228
geoshiny,228
coortransform-girdgeographic,227
logisiticregression-pavanadapa,227
interlegis-portalmodelo-buscadores,226
odoo10-addon-base-geoengine-demo,225
geolocator,225
changeos,224
rhealpix-geo,224
spatialstats,224
lineageot,224
sv-geometry,224
larpix-geometry,224
django-geopositionmap,223
geo-pipeline,223
matt-dj-registry,222
aiocogeo-tiler,222
jldgeo,222
geoql,222
odoo10-addon-event-registration-mass-mailing,221
geobricksgeostatistics,220
django-munigeo-turku,220
geomapzw,219
mca-company-register,219
score-geoip,219
colab-wikilegis,218
gists,218
oaas-registry,217
pyspatial,215
geo-data-utils,214
emagisterapi,214
deepracer-track-geometry,214
django-geographical-module,214
geoshape-geonode,213
magislack,212
odoo14-addon-event-registration-multi-qty,212
django-geo-chile,212
osmtogeojson,211
twittergeo,211
geokey-epicollect,211
text-gists,211
geospots,211
collective-geo-file,211
geoip-lastlog,211
pygeoc,210
botwinick-gis,210
odoo-addons-oca-stock-logistics-barcode,210
odoo14-addon-l10n-it-vat-registries,210
pygeostandards,210
geopackage-validator,210
carregistration,210
django-gis-timezones,209
py-gis-utility,209
gistcafe,209
aegis-latex,209
alibabacloud-geoip20200101,209
django-embed-gist,209
py-ztj-registry,208
collective-geo-json,208
odoo12-addon-product-logistics-uom,208
docker-registry-driver-cassandra,208
lidartogeo,208
preageofuns,208
data-geo,207
odoo13-addon-event-sale-registration-multi-qty,207
geomepy,206
spatial-soul,205
django-osgeo-importer,205
geoslurp,205
jpgeocode,205
py-service-registry,204
rosegeomap,203
python-geometry,203
django-gis-brasil,203
diblogeo,203
py-geo-nearby,203
geoffrey-filecontent,202
odoo10-addons-oca-stock-logistics-reporting,202
pyramid-geoip,202
geocode,202
alibabacloud-aegis20161111,201
odoo13-addon-base-geoengine,201
geomexp,201
gistat,201
django-geojson-serializer,200
noderegister,200
django-geoip-redis,200
geoconvert,199
interlegis-intranetmodelo-policy,199
geonode-notification,199
alpha-public-registry-grpc,199
lolologist,199
djangocms-gist,199
alibabacloud-geoip20200101-py2,199
