package_name,download_count
odoo8-addons-oca-stock-logistics-transport,222
interlegis-portalmodelo-transparency,222
z3c-baseregistry,221
geomate,220
i3geoweather,220
odoo8-addon-geoengine-project,219
geodesy,218
geokey-webresources,218
geospatial-learn,218
interlegis-portalmodelo-ombudsman,218
django-geohashing,217
tif2geojson,217
wsgistate,216
geobricksdbms,216
interlegis-portalmodelo-buscadores,215
python-geometry,215
collective-geo-file,215
djangocms-gist,214
dreipol-django-fagungis,214
interlegis-intranetmodelo-policy,213
wsgiserialize,212
m3-registry,212
imageregistration,212
gpx2spatialite,211
proso-geography-data,210
simplegist,209
django-geodz,208
geoweather,207
geog,207
products-eventregistration,206
odoo11-addon-base-location-geonames-import,205
odoo10-addon-base-geoengine,205
docker-registry-driver-swift,204
geoformalchemy2,204
collective-geo-json,204
geobricksmodis,203
diblogeo,203
geo-py,201
pyspatialite,200
simplegeoip,199
django-gis-timezones,199
geobricksprocessing,198
django-geoip-redis,197
geokey-airquality,196
collective-geo-flexitopic,195
nx-spatial,195
django-company-registration,195
geompreds,193
flask-geokit,193
geox-statistics,192
pygeometa,192
coortransform-girdgeographic,191
django-gis-brasil,189
geospy,189
protopigeon,189
geotable,188
geo-street-talk,188
openregister-client,187
django-smart-autoregister,187
qth-registrar,186
pyimageocr,186
django-ipgeobase,185
image-registration,184
djangorestframework-registration,184
geolang,184
georipe,180
gist-sync,179
collective-geo-opensearch,179
openlegis-recipe-sagl,179
claypigeon,177
pygeocode,177
tzgeo,177
pygeoid,176
datamountaineer-schemaregistry,175
django-geoaware,175
docker-registry-driver-alioss,175
odoo10-addons-oca-stock-logistics-tracking,174
geobricksgeostatistics,174
mommy-spatial-generators,174
errorgeopy,174
pgeorest,173
geographiclib-cython-bindings,172
txserviceregistry,171
pygeoyandex,170
wsgistraw,170
zgeo-geographer,170
sqlalchemy-geonames,170
geoffrey-radon,169
django-registration-invite,166
wsgissl,165
django-crispy-forms-registration,165
nekbot-plugins-geo,165
d9t-gis,163
geokey-dataimports,163
docker-registry-driver-sinastorage,163
geogotchi,162
geomap,162
geomodel,162
tiddlywebplugins-geofilters,160
geolucidate,160
geoffrey-todo,159
younggis,159
registrator,158
geotools,158
geojoin,158
geofeed-validator,157
django-geoip-redirection,155
pygeodb,154
flask-registry,154
interlegis-recipe-sapl,154
odoo11-addons-oca-stock-logistics-barcode,153
odoo8-addon-l10n-it-vat-registries,153
odoo9-addons-oca-stock-logistics-transport,153
odoo9-addon-l10n-it-base-location-geonames-import,153
geotrigger-python,152
odoo9-addon-l10n-fr-base-location-geonames-import,152
pyborgeous,152
dankdungeon,151
fh-django-registrations,150
pgsql2gist,150
docker-registry-driver-oss,149
djangorestframework-gis-distance,149
gistit,148
txgeocodio,148
geomath,147
geodis,147
wasabi-geom,146
django-registration-me,146
wu-aut-register-script,146
interlegis-intranetmodelo-departments,146
geo-frac-analysis,145
uriregistry,145
cubicweb-geocoding,145
geotrimesh,144
georefdata,144
kregistrar,144
geonode-qgis-server,144
registrasion,143
odoo10-addon-base-geoengine-demo,143
pygeo,142
nester-logistex,142
akiokio-django-geoposition,142
plpygis,141
rancher-agent-registration,140
gis-metadata-parser,140
geordi,140
carregistration,140
odoo10-addons-oca-stock-logistics-transport,140
p01-geo,140
geoip2nation,139
gismeteopy,136
geomark,136
geocodio,135
glue-geospatial,135
register-toil,134
geocrawl,134
odoo9-addons-oca-stock-logistics-tracking,134
gistmaker,133
celery-geolocator,132
zgeo-atom,131
george-nester,131
openregister-entry,130
geodjango-tigerline,130
geokit,129
discorddungeons,129
docker-registry-driver-ufile,128
geojson-utils,128
ng-app-registry,128
dictregister,128
docker-registry-cleaner,128
geophpy,127
gis-csdt,126
polygeohash,126
geodestic,126
geometricmd,125
collective-tiles-githubgist,124
ppygis3,123
togeojsontiles,123
geojsonvt,123
registry-cli-apatsev,122
geometry,122
geocoon,122
geocoord,122
mougeon,121
idq-geo,121
ncp-geolocation,120
geo-stars,120
geoffrey-pytest,120
geoza,120
odoo8-addon-base-location-geonames-import,119
simple-geoip,118
geoprobe,118
pymrgeo,118
geomag-wdc-web-app-interface,118
collective-portlet-geo,118
odoo8-addon-l10n-fr-base-location-geonames-import,117
frasco-geoip,117
odoo9-addon-base-geoengine,117
qgispluginreleaser,116
geotagger,116
geometrica,116
collective-geo-fastkml,116
zgeo-spatialindex,116
collective-registrationcaptcha,115
phgeograpy,115
django-geocoder,114
txgeonames,114
arcgis-layout-manager,114
virtualecologist,114
django-appregister,114
golangish,113
interlegis-portalmodelo-api,113
geo-python,113
geokey-cartodb,113
pipegeohash,112
zgeo-plone-atom,112
django-geo-timezones,111
odoo10-addon-event-registration-mass-mailing,111
geovoronoi,110
django-registration-paypal,110
imposm-geocoder,110
thunder-registration,109
django-geojson-serializer,109
registermap,108
shapely-geojson,108
dj-geocoding,108
music-geometry-eval,108
gistore,107
pythonloginandregister,106
zgeo-plone-kml,106
pysxgeo,105
spatial-efd,105
gocept-registration,105
registryctl,104
django-maploom-registry,104
ppygis,104
django-geosimple,103
flask-pigeon,103
gist-magic,103
googeo,102
zgeo-wfs,101
pygeomod,101
kerassurgeon,100
docker-registry-driver-git,100
pgeocode,100
polygon-geohasher,100
gisgroup-statbank,100
geobricksdownloader,100
geohasher,98
jicgeometry,98
yandex-geocoder,98
search-gists,97
zgeo-kml,97
tiddlywebplugins-register,97
wtforms-geo,95
discorddungeons-py,95
wsgissi,93
geocluster,93
george-lucas,92
geocode,92
nasalgeom,92
geobricksmetadatamanager,92
geometric,91
djorm-ext-pggeom,91
geoffrey-snakefood,91
dogeon,91
geoffrey-pyflakes,90
winregistry,90
geobazadjango,90
odoo9-addon-geoengine-maplausanne,90
geohelper,89
geomi,89
nyc-geoclient,89
neospatial,88
geopurify,88
changeoffice,88
geolambert,88
geolocate,87
geofdw,87
kagiso-flake8,86
pgeotrmm,86
geokey-geotagx,86
collective-behavior-localregistry,86
geo-hood,86
localwiki-geocode-pagenames,86
geojson-elevation,85
geoimage,85
geoffrey-pyreverse,85
geodl,85
ggeocoder,85
geo-sampling,84
ipgeo,84
df2geojson,84
zgeo-recipe-openlayers,83
wsgissi-skot,83
geoparsepy,83
scikit-geodesic,83
django-ubigeo-peru,83
leonardo-geo,82
geoffrey-clonedigger,82
papageorge,82
django-geocoding,82
ip2geo,82
bgeo-catasto,81
cherrypy-wsgiserver,81
django-simple-registration,81
django-geofield,81
odoo11-addons-oca-stock-logistics-transport,81
odoo8-addon-crm-lead-to-event-registration,81
django-class-registry,81
geonode-profiles,81
djangocms-geoplaceholder,80
dungeon-generator,80
wsgiservlets,80
collective-geo-wms,80
django-registration-bootstrap,80
django-geohash-cluster,79
gistfetch,79
geosearch,78
pipegeojson,78
py-registry,78
pygeoc,78
docker-registry-driver-azureblob,77
pagingish,77
geopmpy,77
geoffrey-cheesecake,77
ndserviceregistry,77
django-ipgeo,77
pytabgeo,77
geolocator,77
gottengeography,76
geonode-ows-endpoints,76
gist-up,76
django-registration-fc,76
georeverse,76
geoffrey-jshint,76
georssy,75
geoprisma-config,75
pyimageoptimizer,75
cherrypy-cgiserver,75
django-registration-html-email,75
geoffrey-csslint,75
python-geoio,74
python-cash-register,74
odoo10-addon-l10n-it-vat-registries-cash-basis,74
psycopg-postgis2,73
geonames-countries,73
pygeons,73
fastgeo,72
django-gist-embed,72
eregisters,72
sequentialgeojson,72
cleanup-zope-persistent-registry,71
googlegeocodingcli,71
protobuf-gis,71
wsgiserve,71
hypothesis-geojson,70
gistimporter,70
geolocation,70
edc-registration,69
geo-util,69
django-geolocation-alert,68
django-easygeoip,68
django-log-register,67
docker-registry-driver-fdsstorage,66
pydgeot,65
wsgisubdomain,65
register,65
tabgeo,61
bayes-logistic,59
aliyun-python-sdk-aegis,57
zgeo-plone-geographer,55
geosol,54
aoikregistryeditor,52
geoval,52
geopdf,52
geodatahub,51
opps-registration,51
qgis-plugins,51
py-geohash-any,51
geohash-polygon,51
sphinxcontrib-gist,51
sereneregistry,50
python-geoip-geolite2-coex,50
natgeo-photo,50
nlgeojson,50
proxygeo,50
multi-registry,49
geogig-py,49
pure-python-geoip-library,49
ng-registry,49
odoo8-addon-logistic-order,49
odoo9-addon-base-geoengine-demo,49
proxygeodetector,49
geocell,48
cs-plonepatches-resourceregistries,48
geocity,48
gist-it,48
geomidpoint,48
nl-gist,48
adafruit-micropython-register,47
tri-geom,47
geopathfinder,47
geodjango-timezones,47
daynight2geojson,47
geo2cart,47
odoo9-addon-event-registration-partner-unique,46
geoleaflet,46
collective-maps-geoxml,46
geomobilejp,46
flask-register,46
odoo8-addon-logistic-requisition,45
odoo8-addon-logistic-requisition-department,45
geosearch-py,45
pigeon-jupyter,45
docker-registry-index-dynamodb,45
geofire-python,45
odoo9-addon-geoengine-partner,45
avidaspatial,45
registrobr,45
geo-utils,45
odoo9-addon-event-registration-mass-mailing,45
odoo10-addon-event-registration-multi-qty,45
adafruit-circuitpython-register,45
geocamutil,44
wsgisession,44
proso-geography-analysis,44
scatologist,44
flask-registerblueprints,44
pygeosearch,44
george-utils,44
django-easyregistration,44
pigeonhole,44
dungeon,44
georef,44
odoo8-addon-event-registration-cancel-reason,44
simplegeoip2,44
collective-geo-index,44
pynoaageomagindicehandler,44
geoblend,44
gisrastertools,43
django-registration-mobnum,43
collective-geo-geopoint,43
collective-geo-mapcontent,43
cromlech-wsgistate,43
georgeredis,43
collective-geo-polymaps,43
geotwd,43
geoshapespc,43
collective-geo-exif,43
pyregistry,43
odoo8-addon-logistic-order-donation-transit,43
geohash-logic,43
odoo9-addon-crm-lead-to-event-registration,43
docker-registry-driver-swift-glb,43
geoservice,43
geostatil,42
pygist,42
geoffrey-filesystem,42
odoo8-addon-logistic-order-requisition-donation,42
django-geoware,42
odoo8-addon-logistic-requisition-donation,42
geocode-lite,42
geokey-import,42
geoscatter,42
docker-registry-purger,41
simplegeo-shared,41
odoo9-addon-event-registration-cancel-reason,41
test-register,41
odoo9-addon-geoengine-swisstopo,41
dbgis,41
django-registration-withemail,41
geoipredirect,41
ccc-gistemp,41
django-registration-extended-backend,41
gluster-georep-tools,40
txsimplegeo-shared,40
simplegeo-places,40
django-registry-maploom,40
odoo8-addon-logistic-requisition-multicurrency,40
odoo8-addon-event-registration-partner-unique,40
odoo8-addon-logistic-order-donation,40
collective-registry,40
interlegis-portalmodelo-migrator,40
odoo8-addon-logistic-order-donation-shipment-test,40
george-ess,40
oidc-register,39
geobricksgeoservermanager,39
flask-gist,39
usuarioapppackagegeo,39
geodatabase-tempfile,39
django-geoprisma,39
odoo8-addon-l10n-it-base-location-geonames-import,39
django-registration-names,39
wsgisampleiisapp,38
odoo8-addon-logistic-consignee,38
ligeos,38
odoo8-addon-logistic-order-multicurrency,38
django-scspostgis,38
odoo8-addon-event-sale-registration-partner-unique,38
globalregisterplugin,38
odoo8-addon-logistic-order-donation-budget,38
tornado-geopy,38
grokcore-registries,37
odoo8-addon-event-registration-mass-mailing,37
serpentologist,37
redis-py-with-geo,37
odoo8-addon-logistic-budget,37
odoo8-addon-event-registration-seat-limit,37
odoo10-addon-l10n-it-base-location-geonames-import,37
us-geo-helper,37
pygeoexif,37
odoo8-addon-l10n-ar-cash-register,36
sageone-api-client,36
pydgeot-jinja,36
odoo10-addon-l10n-fr-base-location-geonames-import,36
tomcom-plone-ptregistry,36
django-registration-pebble,35
sentry-geo,35
wugeo,35
django-gishelper,35
geobricksgisvector,34
django-register-activate,34
pygeon,34
knowledgeowl,34
django-geoexplorer-worldmap,33
surgeon,33
quickgist,33
sms-logistics,33
twentytab-geocode,31
gissues,30
zc-wsgisessions,28
tl-geodrawing,28
