package_name,download_count
ocdsextensionregistry,2466
django-geoexplorer,2434
imageobjects,2407
sregistry,2393
geotiff,2391
pogeo,2371
geocube,2348
legistream-backend,2340
django-geostore,2319
georaster,2294
geograpy3,2263
keyrings-google-artifactregistry-auth,2263
aio-geojson-flightairmap,2239
geograpy,2225
pyramid-georest,2217
python-gist,2212
geojsoncontour,2190
python-geotiepoints,2149
geotime-classify,2118
geoplotlib,2116
oe-geoutils,2113
stem-registration,2109
spatialmath-python,2100
isogeo-pysdk,2099
matrix-registration,2085
georss-ingv-centro-nazionale-terremoti-client,2078
friendly-data-registry,2053
gistools,2049
wagtailgeowidget,2037
geoformat,2032
eea-geotags,1998
pyimageop,1991
geotagging-alexr96,1981
qgis-plugin-ci,1972
polygeohasher,1966
shuttl-geo,1937
torch-geometric-temporal,1929
spatial-access,1920
spatial-index,1911
extra-geom,1906
spatialpandas,1893
docker-registry-driver-qiniu,1873
geostring,1832
pdok-geopackage-validator,1829
geoliberator,1818
geoip2-tools,1817
svgis,1810
geomeppy,1805
geoapps,1793
ctregistermicroserviceflask,1778
geolink-formatter,1760
hdx-scraper-geonode,1733
gisaxs-xpcs,1699
epl-geometry,1688
csv-reconcile-geo,1682
geoio,1675
spatialnc,1667
geographica-longitude-async,1652
pygeoogc,1650
pygeode,1649
orange3-geo,1647
censusbatchgeocoder,1645
geologicaltoolbox,1643
registryquery,1633
docker-registry-driver-jss,1624
pypigeonhole-build,1618
geocode-sqlite,1614
geoitapy,1612
hspatial,1588
geopackage-python,1572
eventregistry,1569
geosketch,1564
django-geoposition-2,1550
geo3d,1544
configuration-registry,1536
cpc-geofiles,1524
govuk-country-register,1523
bakers-registry,1523
wsgiservice,1518
spatial-correlation-sampler,1513
dungeongenerator,1508
django-munigeo,1501
politico-civic-geography,1501
onegov-gis,1498
geosolution,1493
cimren-wkmeans-geo,1467
geosardine,1458
gisansexplorer,1458
registryaggregator,1454
pygeopack,1439
plpygis,1422
kagiso-django-auth,1418
pygeoutils,1407
dungeonsheets,1402
xarray-spatial-chlochlo,1392
mygeopackage,1390
xarray-spatial-chlochlo-f,1383
eo-learn-geometry,1382
cpc-geoplot,1376
qigeometry,1372
geomstats,1369
geospock-cli,1364
geoip2-data,1342
ziggeo,1340
constructive-geometries,1340
geolocation-python,1336
changeo,1336
acdh-django-geonames,1324
pygeometry,1323
python-omgeo,1313
pageobject,1312
marshmallow-geojson,1309
python-googlegeocoder,1302
geographica-longitude,1295
t4-geom-convert,1292
peek-plugin-gis-diagram,1284
geodemo-zw,1283
django-gisserver,1277
geomac-wildfires,1275
core-main-registry-app,1266
eo-learn-coregistration,1261
2gis,1257
upstream-ontologist,1255
wasabi-geom,1248
gitlab-registry-usage,1241
esgissue-client,1229
herpetologist,1218
django-geoip,1218
geofront,1209
geotolktools,1208
geosnap,1202
bluewhale3-geo,1198
azure-schemaregistry,1198
docker-registry-client-async,1196
core-explore-keyword-registry-app,1192
core-module-status-registry-app,1187
trongispy,1185
orange3-geo-fork,1185
geokey,1183
core-dashboard-registry-app,1176
core-module-fancy-tree-registry-app,1175
gbmgeometry,1172
acdh-geonames-utils,1172
core-curate-registry-app,1165
spatial-kwd,1165
geovoronoi,1152
geobrickscommon,1149
django-inspectional-registration,1149
flask-simple-geoip,1145
vt2geojson,1140
geoip2nation,1130
django-registry,1127
core-module-local-id-registry-app,1125
geo-py,1122
geode-gem,1115
geodaisy,1110
django-pigeon,1109
pubgis,1106
runregistry,1102
odoo13-addons-oca-stock-logistics-warehouse,1099
spatialist,1092
collective-geolocationbehavior,1088
geoai-gdal,1085
infi-registry,1083
robotframework-pageobjects,1078
geomloss,1065
itk-twoprojectionregistration,1064
django-geoip2-extras,1064
georideapilib,1059
bridgeobjects,1059
collective-geo-mapwidget,1056
geodistk,1055
plone-formwidget-geolocation,1031
odoo14-addons-oca-stock-logistics-warehouse,1024
arcgis-sdk,1019
aiocogeo,1017
cincan-registry,1017
gmshgeometry,1016
boundlessgeo-schema,1015
spatialite,1012
geobricksrastercorrelation,1006
jupyterlab-geojson,1001
reegis,1001
python-geoip-yplan,998
dask-geomodeling,996
geoparsepy,982
django-ip-geolocation,981
spatialde,973
geojson2imdf,972
pigeonxt-jupyter,968
gis-tools,967
django-geoexplorer-worldmap,965
odoo11-addons-oca-stock-logistics-warehouse,963
georipe,958
geoopt,957
geocoding,949
geodataextent,943
geobricksdistribution,940
gistory,938
gecosistema-spatial,937
geometry,937
django-geolocation-fields,937
shp2postgis,936
odoo9-addon-delivery-carrier-label-postlogistics,933
spatialstats,925
c4sfcensusgeocoder,919
isogeo-scan-metadata-processor,915
geobr,913
rgeocoder,913
geoget,913
ckanext-geoview,913
geonode-extract,912
django-tasker-geobase,908
dockerregistrypythonclient,906
odoo12-addon-delivery-carrier-label-postlogistics,904
georss-emsc-csem-earthquakes-client,904
pageone,902
geobinning,901
geobeam,901
histcensusgis,900
geometric-vector-perceptron,898
geospin-utilities,898
registry,887
osgeo-easy,885
geotiler,880
subclass-register,873
geomagpy,872
pygame-geometry,869
geoana,862
os-package-registry,862
mapactionpy-qgis,861
odoo9-addons-oca-stock-logistics-warehouse,858
django-codenerix-geodata,858
odoo10-addons-oca-stock-logistics-warehouse,852
geodemo,847
geoindex,836
spatialgeometry,833
gitlab-registry-usage-rest,831
gis-utils,817
pypika-gis,817
casepropods-family-connect-registration,816
django-geosource,813
geonum,813
pidgeotto,809
django-registration-email,807
django-geo-db,804
odoo12-addons-oca-stock-logistics-warehouse,803
django-registration-rest-framework,803
expresspigeon,801
aio-geojson-vicemergency-incidents,799
geofound,794
graphene-gis,792
uzsoato-registry,789
geobricksdeployment,789
thunder-registration,786
streamsx-geospatial,783
geomdl-cli,774
dune-geometry,774
llgeo,767
odoo11-addons-oca-stock-logistics-workflow,765
simple-geoip,764
geo-prof,763
django-arcgis-marketplace,763
geobricksgisraster,761
seismicfolddbgis,759
pygeometry-z6,758
django-registration-with-email,756
ip2geotools-locator,754
django-geostore-routing,750
geonode-user-accounts,750
sageopt,746
surgeo,745
registrable,743
kerrgeodesic-gw,743
abstract-python-ip-geolocation,741
yandex-geocoder,740
marinegeotemplatebuilder,739
azure-schemaregistry-avroserializer,734
gistyc,733
geodepy,733
kerassurgeon,730
aliyun-python-sdk-geoip,723
pythongists,717
logiskip,713
gwrucio-registrar,712
geoscilabs,711
getgist,711
ipgeosearch,710
arcgis-rest-query,710
containerregistry-ccwienk,710
django-geonames-place,709
qt-wsi-registration,707
weightgis,705
ztfy-geoportal,705
crosscompute-geotable,704
ip-geolocation-api,704
datasette-leaflet-geojson,703
geometrydash,702
cubicweb-geocoding,699
django-socialregistration,699
geobricksproj4toepsg,697
geonode-agon-ratings,694
vggish-keras,689
geonames,688
fgdb2postgis,682
odoo9-addons-oca-stock-logistics-workflow,680
geobricksrestengine,679
fabgis,677
frictionless-geojson,677
geodesign,676
geotable,676
odoo12-addons-oca-stock-logistics-workflow,675
pollination-geojson-annual-energy-use,674
autowsgiserver,673
docker-registry-driver-joyent-manta,672
fdgis,671
fake-geo-images,670
collective-geo-leaflet,669
ai-dungeon-cli,669
pytest-docker-registry-fixtures,668
geometalab-osm-pbf-file-size-estimation-service,667
archipel-agent-hypervisor-geolocalization,667
odoo14-addons-oca-stock-logistics-workflow,666
bmi-geotiff,665
django-geo-spaas,662
abstract-ip-geolocation-api,659
py-register-machine2,658
spatial-efd,657
qgiscommons,656
ucla-geotech-tools-random-field,655
python-geosupport,655
django-geoipdb-loader,654
django-geo,654
collective-geo-openlayers,652
pygeodesic,650
kagiso-image,650
etcd-register,650
pgeo,650
intake-geopandas,648
rosegeomap,645
gismo,644
geojson2fromto,640
eralegis,638
pygeohydro,638
fitsgeo,637
django-geonames-api,636
geoschem-gcpy,634
kafka-schema-registry-admin,633
geometry3d,631
eea-geolocation,629
aidungeonapi,625
gister,625
geot-cluster,624
geouk,624
odoo13-addons-oca-stock-logistics-workflow,624
geofront-cli,623
odoo10-addons-oca-stock-logistics-workflow,623
geosoft,623
kagiso-smart-404,622
geospace,620
django-fagungis,620
odoo12-addon-l10n-it-vat-registries,618
pygeoapi,616
odoo8-addon-delivery-carrier-label-postlogistics,611
pluginregistry,608
legislice,604
geohashlite,601
geotweet,601
webgeodyn,600
geomatics,597
azure-containerregistry,595
flask-geoip,593
geoarea,589
cubicweb-registration,587
geometric-particle-swarm-optimisation,586
spatialfriend,585
registration,582
pylm-registry,577
geonetworkx,575
register,575
mesa-geo,574
spatialkappa,574
geodesiclinestogis,573
geothmetic-meandian,572
geo-validator,569
swc-registry,567
gistfinder,565
openregister,565
isogeo-export-xl,563
fab-addon-geoalchemy,562
ad-geo-backend,562
geoh5py,561
geobricksspatialquery,560
python-gist-note,558
geometry-designer,555
odoo8-addons-oca-stock-logistics-warehouse,554
twittergeopics,554
geoshape,551
collective-geo-contentlocations,551
uk-geo-utils,550
odoo10-addon-l10n-it-vat-registries,549
ipgeobase-importer,547
geopard,546
geoformalchemy,545
geokey-sapelli,544
registeringimages,544
interlegis-portalmodelo-theme,541
choropleth-geojson,541
sensormapgeo,538
django-geowidgets,537
simplegeo,537
pygeometa,536
dynamodbgeo,532
collective-geo-kml,531
mappyfile-geojson,529
geotiff-crop-dataset,525
magistral,524
collective-geo-geographer,522
django-osgeo-importer-client,522
girder-geospatial,518
datamart-geo,517
geodl,517
collective-geo-settings,513
odoo8-addon-base-geoengine-demo,513
acdh-histogis,513
pythologist,512
tgapp-registration,510
django-admin-autoregister,510
django-simple-geo,509
django-ipgeobase,508
bmi-arcgis-restapi,498
mlgeometry,494
geomagindices,494
clusgeo,493
geo-upload-tool,493
geometer,491
interlegis-portalmodelo-policy,490
pygeoid,488
geo2d,487
odoo13-addon-base-location-geonames-import,486
django-geocode,486
pelican-gist,486
poissongeometry,485
alibabacloud-aegis20161111,484
collective-geo-faceted,484
simplegist,484
pygeom,484
gistpy,482
geolang,482
geofluent,480
geomt,480
tif2geojson,480
registerit,479
proso-geography-model,478
osgiservicebridge,477
jupyter-notebook-gist,474
ucla-geotech-tools-ipyconsol,474
geotecha,474
geomapviz,473
geobricksmapclassify,472
spatial,469
collective-geotransform,469
utils-flask-sqlalchemy-geo,468
cairn-geographics,468
geojson-modelica-translator,467
geoid,466
django-registration-defaults,466
gis-metadata-parser,465
hypothesis-geojson,465
django-company-registration,464
zgeo,463
odoo13-addon-delivery-postlogistics,463
pgist,461
geodatahub,459
mkgist,458
django-os-geocoder,458
collective-emailconfirmationregistration,457
odoo10-addon-base-location-geonames-import,455
django-ubigeo-peru,455
picogeojson,455
geodatatool,454
tensorboard-plugin-geometry,454
nautilus-registry,452
lfview-resources-spatial,451
giskard,449
aio-geojson-query,448
service-registry,448
odoo8-addon-base-geoengine,448
wsgissi-skot,447
geocodingchn,446
service-registry-cli,446
mlgeo,446
appel-geocode,446
geo-parallel,445
geomagnetism,445
girder-geobrowser,444
seq-pigeon,444
geocat-comp,441
gitlab-registry-cleanup,440
psycopg-postgis,440
django-email-registration,440
docker-registry-core,439
geofeather,437
pygeoguz,436
sphinx-pangeo-theme,434
drf-registration,434
t2geores,431
geocat-f2py,429
jaraco-geo,427
pygisty,425
numericalpoissongeometry,424
geobricksgeocoding,422
geobricksdbms,422
odoo12-addon-base-geoengine,421
cpc-geogrids,419
assetic-qgis,419
spatialtis,418
geofuns,416
fab-geoalchemy,416
pygeostat,413
geoedemo,411
pygeoroc,410
geo-pass,408
simplegeoip,408
odoo10-addons-oca-stock-logistics-barcode,408
geolibs-dator,407
odoo12-addon-fieldservice-geoengine,407
django-wsgiserver,405
fxq-geoffrey,405
pygeotools,403
ftw-geo,403
pgeomodis,401
open-geotechnical,400
census-pgeoloader,399
metalogistic,399
keras-spatial,396
pypi-register,396
geobricksmodis,394
geoslam,392
aegis,392
django-geojson-tiles,392
cubicweb-postgis,390
capablerobot-usbregister,389
gistpipeline,389
gists-cli,389
jageocoder,389
cnspy-spatial-csv-formats,389
webgeocalc,387
pigeon-jupyter,387
geopack,386
odoo9-addon-base-location-geonames-import,386
tfkerassurgeon,383
odoo8-addon-geoengine-geoname-geocoder,383
gistbin,383
gist,382
geocachingapi,381
figgis,381
gromologist,381
odoo8-addon-website-event-register-free,381
geospy,379
bluewhale3-geo-test,379
ansible-role-container-registry,379
geometalab-drf-utm-zone-info,378
geocortex-reporting-client,378
tsgeom,377
z3c-baseregistry,376
geofem,376
clustering-geodata-cubes,372
django-providerregistry,372
ibm-container-registry,371
datapackage-registry,369
image-registration,367
interlegis-portalmodelo-ombudsman,366
register-printer,366
django-user-login-register-activate,365
registermap,364
geoint,364
taugeometric,364
wagtailblock-register,362
fauxgeo,362
google-cloud-artifact-registry,362
gisaid,361
kagiso-sitemap,359
gisrep,359
coop-geo,359
tgext-geo,358
sphinxcontrib-gist,357
geobricksprocessing,355
alibabacloud-geoip20200101,354
trytond-gis,353
registrar,353
geokey-dataimports,353
geonode-arcrest,353
claypigeon,352
airwing-geoinfo,351
geometryio,351
spatialentropy,349
geontology,349
agilegeo,348
packageone,348
pyspatialml,348
geohashrs,347
analytischegeometrie,347
django-geodz,345
lineage-registry,345
geometric-smote,344
geomodels,343
cogeotiff,342
onnx-graphsurgeon,341
aiogeoip,340
geojsonboundingbox,340
i3geoweather,340
django-registration-gv,339
cancergeonomics,337
swisslandstats-geopy,337
spatialiteintrospect,337
x7-geom,336
tinygeo,336
odoo12-addon-base-location-geonames-import,335
geophpy,334
dask-geopandas,334
geometry-to-spatialite,334
geokey-export,334
odoo10-addon-base-geoengine,333
gridgeo,332
deepgeo,332
geometricus,331
graphene-jwt-auth-registration,331
docker-registry,330
ppygis3,330
docker-registry-driver-fds,329
kagiso-search,329
isogeo-export-docx,329
topo2geo,328
odoo12-addons-oca-geospatial,328
geoipsets,328
alibabacloud-geoip20200101-py2,328
tortoise-gis,327
random-geometry-points,327
aiocogeo-tiler,326
convexgeometry,324
tom-registration,323
gisht,322
spatialedge-analytics-dfauditor,321
gistapi,320
geovectorslib,320
deep-geometry,319
micropython-redis-geo,318
geomm,318
xarray-spatial-mijn,317
gistcafe,317
girder-geospatial-raster,317
geonameszip,314
graphsurgeon,314
roax-geo,314
geomodelr,314
simple-registry-api,313
girder-geospatial-grid,313
py-i2c-register,312
geopandas-postgis,311
osgeo4w-installer,311
geosky,311
odoo11-addons-oca-stock-logistics-barcode,311
pyspatiotemporalgeom,309
geo-data-br,309
runregistryclient,308
geoffrey-csslint,308
local-geocode,307
odoo13-addons-oca-stock-logistics-barcode,307
geospade,307
georef-ar-address,307
collective-geo-zugmap,306
django-munigeo-turku,306
xarray-spatial-chlochlo-d,304
osmtogeojson,304
geo-squizzy,304
xarray-spatial-chlochlo-c,303
girder-geospatial-vector,303
npm-register-cli,303
pygeo,303
geopayment,303
django-gift-registry,303
raster-geometry,302
gispy,301
coortransform-girdgeographic,301
xarray-spatial-chlochlo-b,300
glue-geospatial,299
easy-geoparsing,299
geolibs-glutemulo,298
geomdl-shapes,298
geonames-lib,296
geonode-notification,295
interlegis-portalmodelo-pl,292
magislack,292
geolibs-cartoasync,292
photos2geojson,291
geopython,290
odoo14-addon-base-location-geonames-import,288
odoo10-addon-delivery-carrier-label-postlogistics,288
django-constance-register,287
geobo,286
django-pyodbc-gis,286
collective-geo-bundle,285
jinja2-registry,285
py4logistic-regression,284
coordinate-geomentry,284
zqygis,283
carregistration,283
odoo13-addon-base-geoengine,282
async-python-schema-registry-client,282
products-eventregistration,282
registrator,281
qth-registrar,281
datapackage-pipelines-sourcespec-registry,281
geobricksgeostatistics,281
hanyang-registration,280
kagiso-wagtail-slack,280
pytest-pigeonhole,280
django-geopostcodes,280
cartogeo-generator,279
geoedfframework,279
odoo8-addon-geoengine-partner,279
django-geoportail,279
wikigeo,278
simple-geometry,278
geopathfinder,278
jpgeocode,278
geodesy,277
geopatra,276
pygeopressure,276
gistey,275
plone-app-changeownership,274
collective-geo-behaviour,274
logist,272
odoo14-addons-oca-stock-logistics-reporting,272
photo-geotag-restful-api-client-library,272
confluent-schema-registry-client,271
kregistrar,271
crose26-geodemo,271
geophysics-analysis,270
django-yandex-cash-register,270
pangeobench,270
odoo11-addon-l10n-it-vat-registries,269
py-ztj-registry,269
geocli,269
django-geojson-serializer,269
colab-wikilegis,269
george-nester,268
thinkgisdump,268
geojsplit,267
geohash-to-geojson,267
geombase,266
geousage,265
geopmpy,265
geocodertools,262
django-geopositionmap,261
simple-arcgis-wrapper,261
wf-geom-render,261
odoo13-addons-oca-stock-logistics-reporting,261
odoo8-addon-geoengine-base-geolocalize,259
gist-generator,257
pylibgeohash,254
vector-geometry,254
django-appregistration,253
geonode-elasticsearch-app,253
pyleargist,253
oaas-registry,253
geo-ez,252
geodist,252
geogr,252
geosample,252
djangorestframework-gis-distance,252
data-geo,252
pgeorest,252
geo-code,251
convert2geojson,251
pygeoc,251
geokey-webresources,251
odoo11-addon-base-geoengine,250
openregister-client,250
geoai-rasterio,250
pygeojson,249
pyramid-geoip,249
collective-geo-json,249
preageofuns,248
geoparquet,247
geoselect,247
gis-csdt,246
incuna-pigeon,246
monitor-register,246
csirtg-geo,245
flask-registry,245
hypgeo,244
django-embed-gist,243
protopigeon,243
wsgisvc,242
geojson-repair,242
odoo8-addons-oca-stock-logistics-workflow,242
collective-geo-file,241
pyspatial,241
geoshape-geonode,241
odoo10-addons-oca-geospatial,240
odoo13-addon-geoengine-partner,240
geocon,239
django-registrationwall,238
geoextent,237
openclean-geo,237
geoshoplib,237
pygeostandards,237
botwinick-gis,235
aegis-latex,234
django-geoip-utils,234
django-ldap-user-registration,234
arcgis-layout-manager,233
flask-pigeon,233
odoo8-addon-l10n-it-vat-registries,233
ipgeocache,232
ping-geo,232
odoo8-addon-geoengine-sale,232
metadata-registry-interface-specifications,231
spatialedge-analytics-mesh,231
gistit,231
odoo11-addons-oca-stock-logistics-reporting,230
pangeo-forge,230
score-geoip,230
odoo11-addon-sm-member-geolocation,229
odoo11-addon-base-location-geonames-import,229
atomiccontributions-jageo,229
geograph,228
django-gis-brasil,228
odoo13-addon-test-base-geoengine,228
jldgeo,227
geometry-blender,227
safe-geonode,226
pygis,225
geoformalchemy2,225
collective-geo-opensearch,224
geo-com-cal,224
odoo8-addon-website-event-register-free-with-sale,223
odoo12-addons-oca-stock-logistics-reporting,223
aegis-data,223
geo-tools-py,222
emagisterapi,222
geocodio,221
opengl-registry,220
django-osgeo-importer,219
py-geo-nearby,219
django-geo-chile,219
pygeocode,218
geofetch,218
geoza,218
geomath,218
odoo9-addons-oca-stock-logistics-barcode,218
djangocms-gist,218
python-lambda-logistics,218
django-geohashing,218
django-registration2,217
geoql,216
django-gis-timezones,216
geo-raster,216
windows-tools-registry,215
ckanext-georchestra,215
geobricksdownloader,215
django-crispy-forms-registration,215
zgeo-geographer,215
geoiojpg,213
imageregistration,213
uriregistry,213
docker-registry-driver-cassandra,213
geodex,212
pygeodb,211
sv-geometry,211
rvgeocoder,210
geokey-epicollect,210
collective-geo-flexitopic,209
geotolkparser,208
geospots,208
geoip-lastlog,208
d7-lf-api-geopopos,208
geokey-airquality,207
ip2geo,207
python-geometry,207
pygeo2x,207
mzgeohash,206
ncp-geolocation,206
spatial-sites,204
printipigeon,203
interlegis-portalmodelo-buscadores,203
keyrings-google-artifactregistry-auth-legacy,202
pygeostreams,202
postgresql-deepgeo,202
bpsgeodb,201
gists,200
geometric-calibration,200
pivotal-geopy,199
geocsvlib,198
geoflow,198
django-geoip-redis,198
insynsregistret,198
geotechnicalprofile,197
geompreds,196
geodjango-tigerleaflet,196
qgis2to3,196
gistat,196
dash-arcgis,196
lolologist,196
interlegis-portalmodelo-transparency,196
geomepy,195
odoo13-addon-geoengine-base-geolocalize,195
blogist,195
geomancer,195
geoffrey-filecontent,194
diblogeo,194
get-gisty,193
geoplots,193
streamlit-google-geochart,193
geocode-adi,192
my-test-about-geometry,192
geodezyx,192
dankdungeon,192
geodn,191
odoo10-addon-base-geoengine-demo,191
proso-geography-data,191
geologyutils,191
pigeoo,190
geohashcx,190
opengeode-maxime1008,190
docker-registry-driver-elliptics,190
python-serverless-registry,190
cxc-gis,189
gistsync,189
geojsontools,188
penguin-logistics,188
odoo13-addon-geoengine-swisstopo,188
pyedgeon,188
tiddlywebplugins-geofilters,187
errorgeopy,187
hiegeo,187
django-2gis-maps,186
pypigeonhole-config,186
geoffrey-pylint,186
nngeometry,186
geomate,185
sqlalchemy-geonames,185
geomexp,185
odoo10-addon-l10n-it-vat-registries-cash-basis,185
hexgridgeo-py,185
gpx2spatialite,184
osgeo-manager,184
geoddb,184
wsgistate,184
django-smart-autoregister,183
noderegister,183
geophotos,183
pygeons,183
geocode,183
gongish,183
geoffrey,183
twittergeo,182
odoo10-addon-event-registration-mass-mailing,182
geoviz,181
geocommit,181
pygeonhole,180
python-geoip-geolite2-coex,180
gissip,180
igeopenal,180
georss-nrcan-earthquakes-client,179
pyspatialite,179
geoclaw-landspill,179
wix-protos-proto-telemetry-registry-proto-api,179
geom,179
interlegis-intranetmodelo-policy,179
geo-calculator,178
ol-geoip,178
geodesic-api,178
django-registrable-choices,178
django-registration-paypal,178
wix-protos-proto-site-branches-registry-api,177
lektor-leaflet-geojson,176
docker-registry-util,176
geojson-to-sqlite,176
djangorestframework-registration,175
dogeon,175
geospatial-learn,175
geoweather,175
tap-geosource,174
django-geoaware,174
geo-prepper,172
dreipol-django-fagungis,172
docker-registry-driver-swift,172
wix-protos-apiregistry-artifactpoller-artifacts-poller,172
duffy-registry-confusion-test,172
m3-registry,171
register-apps,171
odoo13-addon-mass-mailing-event-registration-exclude,171
pygeom2d,171
pyborgeous,170
wix-protos-apiregistry-api-registry-artifact-poller,169
ir-jageo,169
wix-protos-apiregistry-exporter-registry-file-exporter,169
wix-protos-apiregistry-api-registry-app,168
pygeo3d,168
wix-protos-apiregistry-exporter-api-registry-registry-file-exporter,168
wsgiserialize,167
gis-py-distance,167
akiokio-django-geoposition,167
wix-protos-artifact-registry,167
odoo11-addons-oca-geospatial,166
wix-protos-apiregistry-api-registry-registry-file-exporter,166
geomap,166
odoo8-addon-base-location-geonames-import,165
zgeo-atom,165
decorated-registry,164
younggis,163
wix-protos-catalyst-descriptor-registry-api,163
gis-kit,162
odoo8-addons-oca-stock-logistics-barcode,162
scigeo,162
flask-geokit,161
rpm-confluent-schemaregistry,161
geocoding-api-extract,161
fastgeo,161
pygeoyandex,160
genialbiologists,160
geojson2vt,160
arcgisutils,159
celery-geolocator,159
geopurify,159
odoo12-addon-l10n-it-vat-registries-split-payment,159
django-geoadmin,159
sphinx-osgeocn-theme,159
planegeometry,158
pretix-public-registrations,158
digisim,158
d9t-gis,157
wsgistraw,157
domaingistry,157
sdogeom,157
dictregister,156
logistic-module,156
odoo12-addon-event-registration-multi-qty,156
odoo13-addon-delivery-postlogistics-server-env,156
georeverse,156
gistim,156
georss-tfs-incidents-client,156
pygeoshapes,156
logistigate,156
p01-geo,155
django-geodata,155
gist-description,154
geox-statistics,154
odoo9-addon-l10n-it-base-location-geonames-import,154
geoslurp,154
rsgis,154
flowgiston,154
geolibs-aiohttp-apispec,153
geokey-cartodb,153
geobricksmetadatamanager,153
odoo13-addon-event-registration-cancel-reason,153
homingpigeon,152
qgispluginreleaser,152
meltinggeos,152
georss-wa-dfes-client,152
geovalue,152
zgeo-spatialindex,152
gottengeography,151
geotopy,151
geolocation,151
gismeteopy,150
vggish,150
geoconvert,150
music-geometry-eval,150
datamountaineer-schemaregistry,150
collective-tiles-githubgist,149
aegisblade,149
