package_name,download_count
docker-registry-driver-qiniu,1594
collective-geo-leaflet,1578
geonode-agon-ratings,1570
simplegeoip,1567
odoo8-addon-geoengine-project,1491
pygeogrids,1482
isogeo-pysdk,1479
django-socialregistration,1459
geobrickscommon,1455
geoql,1424
geoid,1390
orange3-geo,1387
python-gist,1379
django-registration-rest-framework,1375
geotecha,1368
django-geo,1368
gister,1361
geoshape,1338
fabgis,1314
geotweet,1303
geobricksdistribution,1275
figgis,1243
ziggeo,1236
django-registration-email,1227
arcgis-rest-query,1226
geomeppy,1216
archipel-agent-hypervisor-geolocalization,1215
django-geoip2-extras,1204
docker-registry-core,1201
django-osgeo-importer-client,1182
collective-geolocationbehavior,1178
kml2geojson,1178
geotiler,1176
kagiso-smart-404,1173
collective-geo-mapwidget,1173
geobricksrastercorrelation,1170
wsgiserver,1156
magistral,1150
geograpy,1138
kagiso-image,1127
ztfy-geoportal,1118
rpm-confluent-schemaregistry,1096
geobricksdeployment,1096
docker-registry-driver-joyent-manta,1094
geo-py,1087
docker-registry-client,1072
wsgiservice,1049
plone-formwidget-geolocation,1045
geokey-sapelli,1045
python-gist-note,1043
ctregistermicroserviceflask,1038
image-registration,1034
geobricksgisraster,1023
pygeotile,1020
django-fagungis,1015
geomodelr,1011
proso-geography-model,1010
geometalab-osm-pbf-file-size-estimation-service,996
pgist,986
docker-registry,985
jupyterlab-geojson,960
autowsgiserver,924
simplegeo,916
pygeocodio,913
odoo8-addon-base-location-geonames-import,906
ipgeobase-importer,903
geoformalchemy2,894
odoo9-addon-l10n-fr-base-location-geonames-import,891
odoo9-addon-l10n-it-base-location-geonames-import,891
nautilus-registry,870
cpc-geoplot,869
flask-geoip,868
registry,866
pythongists,859
2gis,854
django-geojson-serializer,849
fgdb2postgis,849
pgeo,841
m3-registry,836
django-gis-timezones,834
service-registry-cli,832
collective-geo-geographer,832
cubicweb-registration,827
odoo9-addon-base-geoengine,822
hanyang-registration,819
collective-geo-openlayers,818
geobricksspatialquery,809
geonum,803
collective-geo-kml,792
picogeojson,784
gistey,781
geontology,779
geobricksrestengine,779
ckanext-geoview,774
os-package-registry,774
twittergeopics,770
geobricksproj4toepsg,765
kagiso-sitemap,763
jinja2-registry,763
collective-geo-settings,763
tgapp-registration,759
kagiso-search,753
collective-emailconfirmationregistration,748
gists-cli,747
geompreds,741
ol-geoip,736
gist,734
geodesiclinestogis,733
django-wsgiserver,722
collective-geo-contentlocations,718
collective-geo-faceted,715
django-gift-registry,708
crosscompute-geotable,703
geotext,702
django-providerregistry,702
geonameszip,702
openregister,692
django-geojson-tiles,691
datapackage-registry,686
onegov-gis,684
winregistry,681
spatialiteintrospect,681
geometalab-drf-utm-zone-info,679
pelican-gist,675
gisht,673
cubicweb-postgis,673
geonames,659
photos2geojson,655
geoplotlib,651
geo-squizzy,647
micropython-redis-geo,633
gistapi,630
georaster,624
django-osgeo-importer,614
fauxgeo,614
registrar,613
getgist,611
collective-geotransform,606
pyspatialite,605
django-simple-geo,604
geoformalchemy,598
geometryio,597
coop-geo,589
constructive-geometries,589
dreipol-django-fagungis,587
odoo8-addon-l10n-fr-base-location-geonames-import,585
django-registrationwall,582
pyspatiotemporalgeom,582
odoo10-addon-base-geoengine,580
surgeo,580
geoshape-geonode,579
odoo8-addon-l10n-it-vat-registries,577
agilegeo,577
docker-registry-driver-fds,576
airwing-geoinfo,575
psycopg-postgis,574
ftw-geo,568
registration,565
geojsontools,562
cpc-geogrids,561
geo2d,561
gistpy,559
geodl,549
tgext-geo,549
djangocms-geoplaceholder,547
tsgeom,546
geobricksmapclassify,544
expresspigeon,539
openregister-client,537
geobricksprocessing,535
django-geopostcodes,531
pygeoj,531
django-pyodbc-gis,531
odoo9-addon-geoengine-maplausanne,531
geojsoncontour,529
geokey-epicollect,527
kagiso-wagtail-slack,527
django-email-registration,526
protopigeon,519
geoshoplib,506
django-registration-gv,502
confluent-schema-registry-client,501
django-geocode,501
pgeomodis,500
docker-registry-driver-elliptics,497
wsgisvc,492
django-crispy-forms-registration,491
logist,490
geobricksgeostatistics,490
geobricksgeocoding,488
george,488
geobricksdbms,485
pygeohash,481
django-geoportail,477
docker-registry-driver-swift,469
cubicweb-geocoding,468
robotframework-pageobjectlibrary,467
geobricksmodis,465
geoffrey-filecontent,461
proso-geography-data,460
geoselect,457
pyramid-geoip,456
esgissue-client,456
pygeotools,455
python-geoip-python3,454
imageregistration,451
interlegis-portalmodelo-theme,448
interlegis-portalmodelo-policy,447
django-geodz,446
django-geoip-utils,442
django-geoaware,441
django-os-geocoder,441
collective-geo-bundle,440
gists,426
service-registry,423
lineage-registry,421
django-registration-defaults,420
gis-metadata-parser,415
sqlalchemy-geonames,415
interlegis-portalmodelo-buscadores,415
geoip-lastlog,414
geoimage,413
django-geopositionmap,411
gistit,411
geokey-export,410
docker-registry-driver-cassandra,408
geocodertools,408
diblogeo,404
claypigeon,401
geocommit,400
geodjango-tigerleaflet,399
geoffrey-pylint,399
geospy,397
coortransform-girdgeographic,396
django-registration2,396
geomag,395
collective-geo-zugmap,395
geoffrey,391
collective-geo-behaviour,390
mommy-spatial-generators,390
reverse-geocode,388
collective-geo-file,386
z3c-baseregistry,383
python-googlegeocoder,383
pyleargist,382
safe-geonode,382
django-gis-brasil,381
geokey-webresources,381
flask-registry,379
changeo,378
insynsregistret,377
gpx2spatialite,374
tzgeo,372
django-geoip-redis,372
twittergeo,371
censusgeocode,368
geomate,360
zgeo-geographer,356
products-eventregistration,353
django-geohashing,353
casepropods-family-connect-registration,351
django-smart-autoregister,350
interlegis-portalmodelo-ombudsman,347
django-geoip-redirection,347
djangocms-gist,346
geography,346
kregistrar,346
wsgistate,344
wsgiserialize,342
django-geoipdb-loader,341
ppygis3,340
pgeorest,338
interlegis-portalmodelo-pl,336
interlegis-intranetmodelo-policy,336
simplegist,335
lolologist,333
pygeometa,331
geoza,327
celery-geolocator,325
george-nester,323
collective-geo-opensearch,323
tif2geojson,322
odoo10-addon-base-geoengine-demo,322
younggis,322
pygeomod,321
geobuf,320
wsgistraw,320
odoo10-addon-l10n-it-base-location-geonames-import,317
incuna-pigeon,314
odoo8-addon-l10n-ar-cash-register,313
odoo8-addon-event-registration-mass-mailing,313
arcgis-layout-manager,310
collective-geo-flexitopic,310
django-yandex-cash-register,310
odoo8-addon-event-sale-registration-partner-unique,309
odoo8-addon-event-registration-cancel-reason,308
odoo8-addon-logistic-requisition,307
pygeocode,306
odoo8-addon-crm-lead-to-event-registration,306
odoo8-addon-event-registration-seat-limit,306
odoo10-addon-l10n-fr-base-location-geonames-import,305
flask-geokit,304
pygeometry,302
odoo8-addon-event-registration-partner-unique,302
geolang,300
odoo8-addon-logistic-budget,300
geocode,300
odoo8-addon-logistic-requisition-multicurrency,299
odoo8-addon-logistic-order,299
odoo8-addon-logistic-order-donation-transit,298
odoo8-addon-logistic-order-donation,297
odoo8-addon-logistic-order-donation-budget,297
odoo8-addon-logistic-consignee,297
odoo8-addon-logistic-order-requisition-donation,297
odoo8-addon-logistic-requisition-donation,297
geosoft,296
geoffrey-todo,295
odoo8-addon-logistic-order-multicurrency,294
datamountaineer-schemaregistry,294
odoo8-addon-l10n-it-base-location-geonames-import,292
wsgissl,291
odoo8-addon-logistic-order-donation-shipment-test,290
odoo8-addon-logistic-requisition-department,290
geohasher,289
geokey-airquality,289
geoffrey-radon,288
odoo9-addon-crm-lead-to-event-registration,286
zgeo-atom,286
interlegis-intranetmodelo-departments,285
score-geoip,284
imposm-geocoder,283
interlegis-portalmodelo-transparency,283
collective-registrationcaptcha,282
django-pigeon,280
tiddlywebplugins-geofilters,280
odoo9-addon-event-registration-partner-unique,279
odoo9-addon-event-registration-cancel-reason,278
odoo9-addon-event-registration-mass-mailing,278
odoo9-addon-geoengine-swisstopo,278
pyspatial,278
wasabi-geom,275
odoo9-addon-base-geoengine-demo,275
d9t-gis,273
pygeoyandex,273
plone-app-changeownership,271
collective-geo-json,271
spatial-efd,271
gocept-registration,269
nx-spatial,264
txserviceregistry,262
geomodel,260
django-appregistration,258
dictregister,257
docker-registry-util,254
python-geometry,254
idq-geo,254
akiokio-django-geoposition,253
geolocate,251
geotools,250
cromlech-wsgistate,250
gismeteopy,249
geomap,249
pygeodb,248
geolucidate,248
odoo9-addon-geoengine-partner,248
errorgeopy,247
fh-django-registrations,247
flask-pigeon,246
docker-registry-driver-alioss,245
docker-registry-driver-git,245
geoindex,244
django-geosimple,243
geonames-rdf,240
geocoon,240
djangorestframework-registration,239
geojoin,238
ng-app-registry,238
geogotchi,237
geofeed-validator,237
geodis,237
docker-registry-driver-sinastorage,237
django-registration-me,236
geotrigger-python,236
pygeo,236
docker-registry-driver-oss,235
nester-logistex,234
geoffrey-pytest,233
geokey-dataimports,232
mzgeohash,232
kagiso-flake8,231
geo-frac-analysis,231
virtualecologist,230
zgeo-kml,229
interlegis-portalmodelo-api,229
zgeo-spatialindex,229
ppygis,226
django-appregister,226
geomath,225
rancher-agent-registration,224
interlegis-recipe-sapl,223
geobricksdownloader,223
zgeo-plone-atom,223
zgeo-wfs,222
hexgridgeo-py,221
zgeo-plone-kml,221
openlegis-recipe-sagl,221
pgsql2gist,221
txgeocodio,220
nekbot-plugins-geo,220
registrasion,219
p01-geo,217
neospatial,216
uriregistry,214
geo-util,212
django-register-activate,210
geoip2nation,208
dj-geocoding,206
geordi,204
pure-python-geoip-library,204
docker-registry-cleaner,203
collective-geo-fastkml,202
collective-portlet-geo,201
geoplot,200
gisgroup-statbank,195
collective-behavior-localregistry,193
geoprobe,192
geo-python,192
spatialde,191
geodestic,190
django-geocoder,189
cherrypy-cgiserver,188
gistore,184
geoffrey-pyreverse,184
django-maploom-registry,182
flask-gist,182
geokey-cartodb,181
googeo,180
geokit,180
jicgeometry,179
thunder-registration,179
django-registration-paypal,179
geocoord,178
geoffrey-jshint,177
geometricmd,177
gist-magic,176
geoffrey-clonedigger,176
geoffrey-pyflakes,176
wtforms-geo,175
docker-registry-driver-ufile,175
django-geo-timezones,175
geoffrey-snakefood,174
tiddlywebplugins-register,173
pipegeohash,173
mougeon,173
geobricksmetadatamanager,172
pygeoc,172
geoffrey-csslint,171
georeverse,171
geoffrey-cheesecake,171
txgeonames,170
zgeo-recipe-openlayers,166
pysxgeo,165
fastgeo,165
dogeon,164
geog,162
psycopg-postgis2,162
gottengeography,161
openregister-entry,160
geojson-utils,159
pyimageoptimizer,158
py-geohash-any,157
sereneregistry,156
zope-vocabularyregistry,156
pgeotrmm,153
cherrypy-wsgiserver,151
geolocation,151
django-rest-registration,150
eregisters,149
geoparsepy,149
twentytab-geocode,148
geometrica,146
bgeo-catasto,146
wsgiservlets,146
frasco-geoip,145
python-cash-register,144
geocodio,143
django-class-registry,142
geo-sampling,141
python-geoip-yplan,141
geolocator,141
geodjango-tigerline,141
geoprisma-config,140
ggeocoder,139
geoval,138
geocluster,136
django-registration-bootstrap,136
collective-geo-wms,133
geotagger,132
cleanup-zope-persistent-registry,131
geohelper,130
geobazadjango,130
spherical-geometry,128
django-easygeoip,128
django-log-register,128
ipgeo,126
django-ipgeo,125
gistimporter,125
django-gist-embed,125
geomi,124
geojson-elevation,124
geonode-profiles,124
aoikregistryeditor,124
django-geofield,123
gistfetch,122
geokey-geotagx,122
scikit-geodesic,122
pygis,122
qgispluginreleaser,122
django-registration-html-email,122
tabgeo,121
leonardo-geo,121
djorm-ext-pggeom,120
papageorge,120
docker-registry-driver-azureblob,120
pagingish,120
pydgeot,120
register,120
ndserviceregistry,119
gist-up,119
docker-registry-driver-fdsstorage,118
geo-hood,118
googlegeocodingcli,118
adafruit-micropython-register,118
django-geolocation-alert,118
adafruit-circuitpython-register,118
geoffrey-filesystem,117
django-registration-fc,117
localwiki-geocode-pagenames,116
geonames-countries,116
geosol,116
pytabgeo,115
django-ubigeo-peru,114
wsgisubdomain,114
django-simple-registration,114
george-ess,113
jaraco-geo,111
nyc-geoclient,111
python-geoio,111
sequentialgeojson,110
geoleaflet,110
pipegeojson,109
edc-registration,109
zgeo-plone-geographer,108
togeojsontiles,108
geopdf,103
geoscatter,101
geomidpoint,99
geophpy,96
avidaspatial,95
geometry,95
geofire-python,94
geobricksgisvector,93
globalregisterplugin,89
gist-it,89
geobricksgeoservermanager,87
python-geotiepoints,86
flask-registerblueprints,85
geo-utils,85
flask-register,83
collective-registry,83
sphinxcontrib-gist,83
qgis-plugins,83
georaptor,82
registrobr,80
collective-maps-geoxml,80
django-geoprisma,78
multi-registry,78
registermap,77
collective-geo-polymaps,77
dbgis,77
ligeos,77
wsgisession,76
django-geoware,74
geomobilejp,74
ccc-gistemp,73
simplegeo-shared,73
bayes-logistic,73
django-geoexplorer-worldmap,73
tomcom-plone-ptregistry,72
sentry-geo,72
collective-geo-geopoint,72
nlgeojson,72
grokcore-registries,72
geohash-logic,72
geodatabase-tempfile,71
django-gishelper,71
collective-geo-exif,71
gluster-georep-tools,71
collective-geo-index,71
geostatil,71
geotwd,71
djangorestframework-gis-distance,70
wsgisampleiisapp,70
oidc-register,70
pynoaageomagindicehandler,70
collective-geo-mapcontent,70
proso-geography-analysis,70
dungeon-generator,70
pygeon,70
wugeo,70
georef,68
daynight2geojson,68
pydgeot-jinja,68
django-registration-mobnum,67
django-easyregistration,67
geocell,67
sageone-api-client,67
nl-gist,67
docker-registry-driver-swift-glb,66
geocamutil,66
gisrastertools,66
geoshapespc,66
gissues,66
dungeon,65
pygist,65
geosearch-py,65
geocity,65
cs-plonepatches-resourceregistries,65
django-registration-pebble,65
django-scspostgis,65
python-geotrellis,64
geogig-py,64
ng-registry,64
django-registration-withemail,64
geoblend,64
quickgist,63
pygeosearch,63
docker-registry-index-dynamodb,63
interlegis-portalmodelo-migrator,63
geoipredirect,63
test-register,63
surgeon,62
django-registry-maploom,62
django-registration-extended-backend,62
pigeonhole,62
django-registration-names,62
pygeoexif,62
natgeo-photo,62
pyregistry,61
tl-geodrawing,61
opps-registration,61
sms-logistics,60
scatologist,60
tornado-geopy,59
serpentologist,58
geokey-import,58
txsimplegeo-shared,55
simplegeo-places,54
zc-wsgisessions,53
geo-locate-an-image,1
